Iteration	Likelihood	Prior	p	r
20200	-1.723014	-1.471819	0.3774404	0.3774404
20300	-2.31986	-0.08046007	0.2383045	0.2383045
20400	-1.709812	-0.9905893	0.3293174	0.3293174
20500	-1.752676	-0.8284911	0.3131076	0.3131076
20600	-2.811545	0.2493472	0.2053238	0.2053238
20700	-2.259308	-0.1311658	0.2433751	0.2433751
20800	-3.114946	0.4067822	0.1895803	0.1895803
20900	-2.070266	-0.3139807	0.2616566	0.2616566
21000	-2.019352	-0.3719427	0.2674528	0.2674528
21100	-2.029597	-0.3598902	0.2662475	0.2662475
21200	-1.697963	-1.069109	0.3371694	0.3371694
21300	-1.718545	-0.9484182	0.3251003	0.3251003
21400	-3.75468	0.6732524	0.1629333	0.1629333
21500	-2.285241	-0.1090708	0.2411656	0.2411656
21600	-1.741056	-1.540705	0.384329	0.384329
21700	-1.985664	-0.4131417	0.2715727	0.2715727
21800	-1.694062	-1.285963	0.3588548	0.3588548
21900	-2.292357	-0.1031094	0.2405695	0.2405695
22000	-1.770258	-0.7805755	0.3083161	0.3083161
22100	-1.779346	-0.7579887	0.3060574	0.3060574
22200	-2.202017	-0.1822054	0.248479	0.248479
22300	-2.253992	-0.1357694	0.2438354	0.2438354
22400	-1.904066	-1.911889	0.4214474	0.4214474
22500	-2.205181	-0.1793006	0.2481886	0.2481886
22600	-1.691955	-1.142892	0.3445477	0.3445477
22700	-2.711845	0.1913866	0.2111199	0.2111199
22800	-3.491461	0.572241	0.1730344	0.1730344
22900	-1.876873	-0.5679137	0.2870499	0.2870499
23000	-1.75355	-0.8259544	0.312854	0.312854
23100	-4.138522	0.8039315	0.1498654	0.1498654
23200	-2.376813	-0.03539753	0.2337983	0.2337983
23300	-2.857339	0.2748262	0.2027759	0.2027759
23400	-2.223771	-0.1624439	0.2465029	0.2465029
23500	-6.075824	1.274423	0.1028162	0.1028162
23600	-4.384645	0.8792031	0.1423382	0.1423382
23700	-1.832583	-0.6452127	0.2947798	0.2947798
23800	-2.16617	-0.21588	0.2518465	0.2518465
23900	-4.778615	0.9883236	0.1314261	0.1314261
24000	-1.839075	-1.791244	0.4093829	0.4093829
24100	-1.726144	-1.484919	0.3787504	0.3787504
24200	-3.925236	0.7335146	0.156907	0.156907
24300	-2.348777	-0.05728284	0.2359868	0.2359868
24400	-1.949924	-1.986434	0.4289019	0.4289019
24500	-2.4235	-0.0001365869	0.2302722	0.2302722
24600	-2.074469	-0.3093996	0.2611985	0.2611985
24700	-2.551248	0.0897218	0.2212863	0.2212863
24800	-3.063082	0.3816235	0.1920962	0.1920962
24900	-1.940247	-0.4730994	0.2775684	0.2775684
25000	-1.694678	-1.101999	0.3404584	0.3404584
25100	-2.423337	-0.0002568616	0.2302842	0.2302842
25200	-2.477696	0.03909492	0.226349	0.226349
25300	-1.906606	-0.5215296	0.2824115	0.2824115
25400	-2.604432	0.1246455	0.217794	0.217794
25500	-1.788445	-1.677768	0.3980353	0.3980353
25600	-1.801184	-1.708592	0.4011178	0.4011178
25700	-1.731294	-0.897659	0.3200244	0.3200244
25800	-2.767857	0.2243857	0.2078199	0.2078199
25900	-3.351149	0.513803	0.1788782	0.1788782
26000	-3.441578	0.5518627	0.1750722	0.1750722
26100	-2.450256	0.01944874	0.2283136	0.2283136
26200	-1.851653	-0.6105301	0.2913115	0.2913115
26300	-3.126603	0.4123483	0.1890237	0.1890237
26400	-4.100578	0.7917768	0.1510808	0.1510808
26500	-3.537409	0.5906434	0.1711942	0.1711942
26600	-1.943166	-0.4690707	0.2771656	0.2771656
26700	-1.702054	-1.037471	0.3340056	0.3340056
26800	-2.234339	-0.1530165	0.2455602	0.2455602
26900	-1.705013	-1.379607	0.3682192	0.3682192
27000	-1.881524	-1.87238	0.4174965	0.4174965
27100	-2.055883	-0.3298811	0.2632466	0.2632466
27200	-1.749007	-1.567127	0.3869712	0.3869712
27300	-1.742084	-0.8608718	0.3163457	0.3163457
27400	-2.55774	0.09405736	0.2208528	0.2208528
27500	-3.266632	0.4768412	0.1825744	0.1825744
27600	-2.004911	-0.3892976	0.2691883	0.2691883
27700	-1.823477	-0.6626573	0.2965242	0.2965242
27800	-1.699362	-1.057466	0.3360051	0.3360051
27900	-1.700982	-1.04511	0.3347695	0.3347695
28000	-2.343956	-0.06110352	0.2363689	0.2363689
28100	-1.828298	-1.768902	0.4071487	0.4071487
28200	-1.751003	-1.573478	0.3876063	0.3876063
28300	-1.704046	-1.024182	0.3326767	0.3326767
28400	-3.410158	0.5388056	0.1763779	0.1763779
28500	-2.166529	-0.215535	0.251812	0.251812
28600	-1.693782	-1.113203	0.3415788	0.3415788
28700	-2.595131	0.1186333	0.2183952	0.2183952
28800	-2.18184	-0.2009817	0.2503567	0.2503567
28900	-1.837477	-0.6360845	0.293867	0.293867
29000	-2.088929	-0.293855	0.259644	0.259644
29100	-3.724024	0.6620125	0.1640573	0.1640573
29200	-1.87566	-0.5698889	0.2872474	0.2872474
29300	-1.70322	-1.367782	0.3670368	0.3670368
29400	-2.362669	-0.04636883	0.2348954	0.2348954
29500	-1.821473	-1.754311	0.4056896	0.4056896
29600	-1.710704	-0.9858829	0.3288468	0.3288468
29700	-4.71908	0.9726425	0.1329943	0.1329943
29800	-3.241553	0.4655993	0.1836986	0.1836986
29900	-4.080667	0.7853362	0.1517249	0.1517249
30000	-1.716309	-0.9584805	0.3261066	0.3261066
30100	-1.952654	-0.4561551	0.275874	0.275874
30200	-1.751919	-1.576356	0.3878941	0.3878941
30300	-2.095762	-0.2866225	0.2589208	0.2589208
30400	-1.936164	-0.4787769	0.2781362	0.2781362
30500	-1.744089	-1.551008	0.3853593	0.3853593
30600	-1.803465	-0.7033928	0.3005978	0.3005978
30700	-1.734107	-0.887623	0.3190208	0.3190208
30800	-2.472757	-2.58317	0.4885755	0.4885755
30900	-1.726067	-0.9173039	0.3219889	0.3219889
31000	-2.294527	-0.1013005	0.2403886	0.2403886
31100	-2.884743	0.2897546	0.2012831	0.2012831
31200	-2.073437	-0.3105227	0.2613108	0.2613108
31300	-1.809877	-0.6899488	0.2992534	0.2992534
31400	-2.176423	-0.2060999	0.2508685	0.2508685
31500	-3.444243	0.5529623	0.1749623	0.1749623
31600	-3.17296	0.4341744	0.1868411	0.1868411
31700	-2.284745	-0.1094881	0.2412073	0.2412073
31800	-4.921805	1.024961	0.1277624	0.1277624
31900	-1.746596	-0.8466926	0.3149278	0.3149278
32000	-1.690671	-1.205573	0.3508158	0.3508158
32100	-2.999598	0.3499129	0.1952672	0.1952672
32200	-2.015416	-0.3766298	0.2679215	0.2679215
32300	-2.930517	0.3141822	0.1988403	0.1988403
32400	-2.695841	0.1817409	0.2120844	0.2120844
32500	-1.721929	-0.9339441	0.3236529	0.3236529
32600	-2.028362	-0.3613321	0.2663917	0.2663917
32700	-1.701325	-1.042621	0.3345206	0.3345206
32800	-3.102013	0.400569	0.1902016	0.1902016
32900	-2.52289	0.07053793	0.2232047	0.2232047
33000	-3.08549	0.392573	0.1910012	0.1910012
33100	-1.703902	-1.372375	0.367496	0.367496
33200	-4.442553	0.8960712	0.1406514	0.1406514
33300	-2.272349	-0.119981	0.2422566	0.2422566
33400	-3.271988	0.4792257	0.1823359	0.1823359
33500	-1.80698	-0.6959745	0.299856	0.299856
33600	-2.858434	0.2754272	0.2027158	0.2027158
33700	-1.903288	-0.5265255	0.2829111	0.2829111
33800	-2.036312	-0.3521018	0.2654687	0.2654687
33900	-2.0774	-0.3062224	0.2608808	0.2608808
34000	-2.679262	0.1716423	0.2130943	0.2130943
34100	-2.087751	-0.2951093	0.2597694	0.2597694
34200	-1.693112	-1.272628	0.3575214	0.3575214
34300	-2.125671	-2.224929	0.4527514	0.4527514
34400	-2.851535	0.2716342	0.2030951	0.2030951
34500	-1.757271	-0.8153473	0.3117932	0.3117932
34600	-2.108096	-0.2737423	0.2576327	0.2576327
34700	-2.67495	0.1689983	0.2133587	0.2133587
34800	-1.690645	-1.200211	0.3502797	0.3502797
34900	-1.84699	-0.6187978	0.2921383	0.2921383
35000	-1.690703	-1.209212	0.3511798	0.3511798
35100	-4.287525	0.8502132	0.1452372	0.1452372
35200	-2.745032	0.2110781	0.2091507	0.2091507
35300	-1.694806	-1.100504	0.3403089	0.3403089
35400	-1.694129	-1.108702	0.3411287	0.3411287
35500	-1.762378	-0.8012841	0.3103869	0.3103869
35600	-2.346973	-0.05871074	0.2361296	0.2361296
35700	-1.813567	-1.736937	0.4039522	0.4039522
35800	-1.69341	-1.277055	0.357964	0.357964
35900	-1.855809	-1.824426	0.4127012	0.4127012
36000	-2.142054	-0.2393789	0.2541964	0.2541964
36100	-1.806088	-0.6978454	0.300043	0.300043
36200	-2.944221	0.3213768	0.1981208	0.1981208
36300	-1.967056	-0.4370371	0.2739622	0.2739622
36400	-1.703942	-1.024849	0.3327434	0.3327434
36500	-1.807472	-0.6949452	0.299753	0.299753
36600	-3.425755	0.5453088	0.1757276	0.1757276
36700	-2.890157	0.2926761	0.2009909	0.2009909
36800	-3.611779	0.6197139	0.1682871	0.1682871
36900	-1.698344	-1.065832	0.3368417	0.3368417
37000	-1.974622	-0.4272158	0.2729801	0.2729801
37100	-3.543681	0.5931288	0.1709456	0.1709456
37200	-2.17958	-0.2031128	0.2505698	0.2505698
37300	-2.203509	-0.1808342	0.2483419	0.2483419
37400	-3.16472	0.4303303	0.1872255	0.1872255
37500	-2.306812	-0.09112962	0.2393715	0.2393715
37600	-2.006208	-0.3877199	0.2690305	0.2690305
37700	-2.088177	-0.2946549	0.259724	0.259724
37800	-3.787474	0.6851341	0.1617451	0.1617451
37900	-2.273672	-0.118855	0.242144	0.242144
38000	-1.697867	-1.069952	0.3372537	0.3372537
38100	-1.752014	-0.8304274	0.3133012	0.3133012
38200	-2.051521	-0.3347741	0.2637359	0.2637359
38300	-2.511689	0.06284691	0.2239738	0.2239738
38400	-2.211487	-0.1735428	0.2476128	0.2476128
38500	-1.769673	-1.628524	0.3931109	0.3931109
38600	-1.835992	-0.6388354	0.2941421	0.2941421
38700	-1.979883	-0.4204719	0.2723057	0.2723057
38800	-1.746895	-1.560288	0.3862873	0.3862873
38900	-1.826823	-1.765779	0.4068364	0.4068364
39000	-1.744576	-0.8529643	0.3155549	0.3155549
39100	-1.834651	-0.6413354	0.294392	0.294392
39200	-2.277709	-0.1154278	0.2418013	0.2418013
39300	-3.180418	0.4376404	0.1864945	0.1864945
39400	-1.705865	-1.012904	0.3315489	0.3315489
39500	-1.903947	-1.911686	0.4214271	0.4214271
39600	-1.699896	-1.053275	0.3355861	0.3355861
39700	-1.690656	-1.203086	0.3505671	0.3505671
39800	-1.794505	-0.7228771	0.3025462	0.3025462
39900	-1.737007	-0.8776269	0.3180212	0.3180212
40000	-1.696011	-1.087439	0.3390024	0.3390024
40100	-1.758673	-1.596976	0.3899561	0.3899561
40200	-2.257314	-0.1328894	0.2435475	0.2435475
40300	-1.706968	-1.0064	0.3308985	0.3308985
40400	-3.024135	0.3622926	0.1940293	0.1940293
40500	-3.769544	0.6786557	0.1623929	0.1623929
40600	-1.860444	-0.5952897	0.2897875	0.2897875
40700	-1.691037	-1.167456	0.3470041	0.3470041
40800	-1.802065	-1.710659	0.4013244	0.4013244
40900	-1.790209	-1.682149	0.3984734	0.3984734
41000	-3.91211	0.7290082	0.1573577	0.1573577
41100	-3.407407	0.5376543	0.1764931	0.1764931
41200	-1.763843	-1.612092	0.3914677	0.3914677
41300	-1.691018	-1.168206	0.3470791	0.3470791
41400	-1.832078	-1.776833	0.4079418	0.4079418
41500	-2.585585	0.1124217	0.2190163	0.2190163
41600	-1.952827	-1.990928	0.4293513	0.4293513
41700	-2.010465	-2.075605	0.437819	0.437819
41800	-1.983027	-2.036314	0.4338899	0.4338899
41900	-3.045166	0.3727787	0.1929806	0.1929806
42000	-3.384916	0.5281885	0.1774397	0.1774397
42100	-1.741816	-0.8617359	0.3164321	0.3164321
42200	-3.841578	0.7044242	0.1598161	0.1598161
42300	-1.941576	-1.973373	0.4275958	0.4275958
42400	-4.992409	1.04249	0.1260095	0.1260095
42500	-2.15122	-0.2303626	0.2532948	0.2532948
42600	-1.700235	-1.346073	0.3648658	0.3648658
42700	-2.092761	-0.2897906	0.2592376	0.2592376
42800	-2.113537	-2.210199	0.4512784	0.4512784
42900	-2.98356	0.341735	0.196085	0.196085
43000	-3.474112	0.5652015	0.1737384	0.1737384
43100	-2.553356	0.09113185	0.2211453	0.2211453
43200	-4.540742	0.9239929	0.1378592	0.1378592
43300	-2.88321	0.2889254	0.201366	0.201366
43400	-3.116045	0.4073079	0.1895277	0.1895277
43500	-1.802622	-1.711961	0.4014546	0.4014546
43600	-2.552509	0.09056567	0.2212019	0.2212019
43700	-1.902052	-0.5283979	0.2830983	0.2830983
43800	-1.919518	-0.5024812	0.2805066	0.2805066
43900	-3.33435	0.5065666	0.1796019	0.1796019
44000	-2.516664	0.0662714	0.2236314	0.2236314
44100	-4.073709	0.7830754	0.151951	0.151951
44200	-2.034366	-0.3543495	0.2656935	0.2656935
44300	-2.118534	-0.2630123	0.2565597	0.2565597
44400	-2.260502	-0.1301357	0.2432721	0.2432721
44500	-1.707766	-1.001827	0.3304412	0.3304412
44600	-2.85051	0.2710697	0.2031515	0.2031515
44700	-2.135178	-0.2462124	0.2548797	0.2548797
44800	-1.847584	-0.6177374	0.2920322	0.2920322
44900	-2.377799	-0.03463725	0.2337222	0.2337222
45000	-1.839916	-0.6315961	0.2934181	0.2934181
45100	-3.124576	0.4113827	0.1891202	0.1891202
45200	-2.433728	0.007402043	0.2295183	0.2295183
45300	-2.812022	-2.861216	0.5163801	0.5163801
45400	-1.963178	-0.4421297	0.2744715	0.2744715
45500	-1.742131	-0.8607208	0.3163306	0.3163306
45600	-2.071781	-2.157853	0.4460438	0.4460438
45700	-2.381837	-0.03153368	0.2334119	0.2334119
45800	-1.717848	-0.9515074	0.3254092	0.3254092
45900	-2.700013	0.184265	0.211832	0.211832
46000	-2.098267	-0.2839884	0.2586574	0.2586574
46100	-2.724942	0.1992069	0.2103378	0.2103378
46200	-2.08814	-0.2946952	0.259728	0.259728
46300	-2.035869	-0.3526129	0.2655198	0.2655198
46400	-2.093291	-2.18515	0.4487735	0.4487735
46500	-2.005093	-0.3890757	0.2691661	0.2691661
46600	-2.786954	0.2353779	0.2067207	0.2067207
46700	-2.301365	-0.09562357	0.2398209	0.2398209
46800	-3.80393	0.6910421	0.1611543	0.1611543
46900	-2.256676	-0.1334415	0.2436027	0.2436027
47000	-2.163376	-0.2185662	0.2521151	0.2521151
47100	-6.111106	1.280979	0.1021606	0.1021606
47200	-2.263137	-0.1278663	0.2430451	0.2430451
47300	-2.873058	0.2834178	0.2019167	0.2019167
47400	-1.83202	-0.6462729	0.2948858	0.2948858
47500	-4.195527	0.8219056	0.1480679	0.1480679
47600	-8.915735	1.670085	0.06325	0.06325
47700	-2.029962	-0.3594644	0.2662049	0.2662049
47800	-6.75672	1.392011	0.09105738	0.09105738
47900	-7.33213	1.478488	0.0824097	0.0824097
48000	-1.864656	-0.5881391	0.2890724	0.2890724
48100	-1.711779	-0.9803473	0.3282932	0.3282932
48200	-2.120728	-0.2607761	0.2563361	0.2563361
48300	-1.720963	-1.462898	0.3765483	0.3765483
48400	-2.289182	-0.1057641	0.2408349	0.2408349
48500	-1.706152	-1.01119	0.3313775	0.3313775
48600	-1.812062	-1.733568	0.4036153	0.4036153
48700	-5.842042	1.229563	0.1073023	0.1073023
48800	-2.490424	0.04806191	0.2254523	0.2254523
48900	-1.770913	-0.7789023	0.3081487	0.3081487
49000	-1.713985	-1.430068	0.3732653	0.3732653
49100	-3.067318	0.3837027	0.1918882	0.1918882
49200	-1.690642	-1.196709	0.3499294	0.3499294
49300	-3.100258	0.3997231	0.1902862	0.1902862
49400	-3.488339	0.5709779	0.1731607	0.1731607
49500	-1.749369	-0.8382688	0.3140854	0.3140854
49600	-1.698195	-1.329237	0.3631822	0.3631822
49700	-1.815311	-0.6788544	0.2981439	0.2981439
49800	-2.535834	0.07934532	0.222324	0.222324
49900	-1.770597	-0.7797092	0.3082294	0.3082294
50000	-3.334628	0.5066869	0.1795898	0.1795898
50100	-2.42012	-0.002642204	0.2305227	0.2305227
50200	-2.017009	-0.3747289	0.2677314	0.2677314
50300	-3.301774	0.4923796	0.1810205	0.1810205
50400	-1.890671	-1.888671	0.4191256	0.4191256
50500	-1.953446	-0.4550896	0.2757675	0.2757675
50600	-2.447751	-2.560442	0.4863027	0.4863027
50700	-2.967634	0.3335447	0.196904	0.196904
50800	-4.477762	0.9061802	0.1396405	0.1396405
50900	-1.724231	-1.476984	0.3779569	0.3779569
51000	-1.730119	-0.9019562	0.3204541	0.3204541
51100	-1.769303	-0.783027	0.3085612	0.3085612
51200	-2.670693	0.1663797	0.2136205	0.2136205
51300	-4.995088	1.043148	0.1259437	0.1259437
