Iteration	Likelihood	Prior	p	r
51100	-1.721029	-0.9377111	0.3240296	0.3240296
51200	-2.70291	0.1860135	0.2116572	0.2116572
51300	-2.090714	-0.2919582	0.2594543	0.2594543
51400	-4.255769	0.8405375	0.1462048	0.1462048
51500	-1.859527	-1.831574	0.4134159	0.4134159
51600	-3.310484	0.4961932	0.1806392	0.1806392
51700	-2.301815	-2.419563	0.4722148	0.4722148
51800	-1.736987	-0.8776935	0.3180279	0.3180279
51900	-1.790429	-0.7320348	0.303462	0.303462
52000	-8.631494	1.639915	0.06626699	0.06626699
52100	-4.422704	0.8903237	0.1412261	0.1412261
52200	-1.862955	-0.5910152	0.28936	0.28936
52300	-2.032039	-0.357047	0.2659632	0.2659632
52400	-1.995737	-0.4005575	0.2703143	0.2703143
52500	-2.632485	0.1425451	0.216004	0.216004
52600	-1.949846	-0.4599504	0.2762535	0.2762535
52700	-2.591171	0.1160614	0.2186524	0.2186524
52800	-2.050615	-0.3357947	0.263838	0.263838
52900	-2.150291	-2.254212	0.4556797	0.4556797
53000	-2.178588	-0.2040501	0.2506635	0.2506635
53100	-1.921742	-0.4992604	0.2801846	0.2801846
53200	-1.980097	-0.4201999	0.2722785	0.2722785
53300	-2.348697	-0.05734681	0.2359932	0.2359932
53400	-4.978899	1.039162	0.1263423	0.1263423
53500	-1.897065	-1.899846	0.4202431	0.4202431
53600	-1.76061	-0.8060911	0.3108676	0.3108676
53700	-2.466166	0.03089278	0.2271692	0.2271692
53800	-2.415509	-0.006071814	0.2308657	0.2308657
53900	-2.143893	-0.2375612	0.2540146	0.2540146
54000	-2.587562	0.1137115	0.2188874	0.2188874
54100	-2.249134	-0.1399989	0.2442584	0.2442584
54200	-2.370294	-0.04043695	0.2343022	0.2343022
54300	-1.862779	-0.5913145	0.28939	0.28939
54400	-2.309237	-0.08913602	0.2391721	0.2391721
54500	-1.743239	-0.8571822	0.3159767	0.3159767
54600	-1.955386	-0.4524841	0.2755069	0.2755069
54700	-1.742421	-1.545379	0.3847964	0.3847964
54800	-2.275083	-0.1176556	0.2420241	0.2420241
54900	-3.51857	0.5831404	0.1719445	0.1719445
55000	-2.508027	0.06031809	0.2242267	0.2242267
55100	-1.693451	-1.277635	0.3580221	0.3580221
55200	-3.878087	0.7172275	0.1585358	0.1585358
55300	-1.843188	-0.6256365	0.2928222	0.2928222
55400	-2.250362	-0.1389277	0.2441513	0.2441513
55500	-2.513597	-2.619519	0.4922104	0.4922104
55600	-2.582449	0.110372	0.2192213	0.2192213
55700	-1.692311	-1.135958	0.3438543	0.3438543
55800	-3.375081	0.5240201	0.1778565	0.1778565
55900	-1.797456	-1.69976	0.4002345	0.4002345
56000	-1.872591	-0.5749183	0.2877503	0.2877503
56100	-1.955842	-0.4518739	0.2754459	0.2754459
56200	-2.449307	0.01876175	0.2283823	0.2283823
56300	-2.175803	-0.2066883	0.2509273	0.2509273
56400	-2.304234	-0.09325352	0.2395839	0.2395839
56500	-3.961145	0.7457376	0.1556848	0.1556848
56600	-2.849127	0.2703073	0.2032278	0.2032278
56700	-2.660482	0.1600699	0.2142515	0.2142515
56800	-2.20502	-0.1794475	0.2482033	0.2482033
56900	-1.890675	-0.545915	0.28485	0.28485
57000	-1.833469	-1.779724	0.4082309	0.4082309
57100	-3.805386	0.6915629	0.1611022	0.1611022
57200	-2.063958	-0.3209113	0.2623496	0.2623496
57300	-2.535984	0.07944637	0.2223139	0.2223139
57400	-1.961098	-0.4448773	0.2747462	0.2747462
57500	-2.224521	-0.1617715	0.2464357	0.2464357
57600	-2.803566	0.2448372	0.2057748	0.2057748
57700	-1.989962	-0.4077426	0.2710328	0.2710328
57800	-2.070414	-0.3138189	0.2616404	0.2616404
57900	-5.111189	1.071219	0.1231366	0.1231366
58000	-1.69171	-1.148231	0.3450816	0.3450816
58100	-2.803131	-2.85453	0.5157115	0.5157115
58200	-4.503795	0.9135848	0.1389	0.1389
58300	-1.727465	-0.9119122	0.3214497	0.3214497
58400	-1.943659	-1.976652	0.4279237	0.4279237
58500	-2.714309	0.1928626	0.2109723	0.2109723
58600	-2.584666	0.1118211	0.2190764	0.2190764
58700	-2.297085	-0.09917241	0.2401757	0.2401757
58800	-2.185061	-0.1979547	0.250054	0.250054
58900	-1.823084	-1.757787	0.4060372	0.4060372
59000	-2.55492	-2.655384	0.4957969	0.4957969
59100	-2.146407	-0.2350841	0.2537669	0.2537669
59200	-2.858797	0.2756263	0.2026959	0.2026959
59300	-3.985271	0.7538634	0.1548722	0.1548722
59400	-4.873187	1.012688	0.1289897	0.1289897
59500	-2.636066	0.1448054	0.215778	0.215778
59600	-2.297818	-0.09856339	0.2401148	0.2401148
59700	-1.753807	-1.582228	0.3884813	0.3884813
59800	-2.422388	-0.0009600136	0.2303545	0.2303545
59900	-2.990699	0.3453838	0.1957201	0.1957201
60000	-2.247845	-0.1411246	0.244371	0.244371
