Iteration	Posterior	Likelihood	Prior
12800	-0.235885	0	-0.235885
12900	-0.1211402	0	-0.1211402
13000	-0.9026047	0	-0.9026047
13100	-0.1318443	0	-0.1318443
13200	-0.1784074	0	-0.1784074
13300	-3.791186	0	-3.791186
13400	-0.5991038	0	-0.5991038
13500	-2.071363	0	-2.071363
13600	-0.619711	0	-0.619711
13700	-0.4406052	0	-0.4406052
13800	-0.09358773	0	-0.09358773
13900	-0.5765784	0	-0.5765784
14000	-0.1899293	0	-0.1899293
14100	-0.3257206	0	-0.3257206
14200	-0.7778976	0	-0.7778976
14300	-0.8051851	0	-0.8051851
14400	-0.7302235	0	-0.7302235
14500	-5.019097	0	-5.019097
14600	-3.134998	0	-3.134998
14700	-1.1032	0	-1.1032
14800	-2.117102	0	-2.117102
14900	-0.4272799	0	-0.4272799
15000	-0.2788423	0	-0.2788423
15100	-0.7599479	0	-0.7599479
15200	-1.009053	0	-1.009053
15300	-0.8746148	0	-0.8746148
15400	-0.4263587	0	-0.4263587
15500	-4.030727	0	-4.030727
15600	-0.510761	0	-0.510761
15700	-1.18422	0	-1.18422
15800	-1.30973	0	-1.30973
15900	-0.05265406	0	-0.05265406
16000	-1.138495	0	-1.138495
16100	-0.02436972	0	-0.02436972
16200	-2.982214	0	-2.982214
16300	-1.357408	0	-1.357408
16400	-1.424696	0	-1.424696
16500	-2.235825	0	-2.235825
16600	-2.654114	0	-2.654114
16700	-0.2709546	0	-0.2709546
16800	-0.4914571	0	-0.4914571
16900	-0.4380347	0	-0.4380347
17000	-1.702403	0	-1.702403
17100	-1.02693	0	-1.02693
17200	-1.237978	0	-1.237978
17300	-0.7931533	0	-0.7931533
17400	-2.899965	0	-2.899965
17500	-0.4886545	0	-0.4886545
17600	-0.9516428	0	-0.9516428
17700	-1.316834	0	-1.316834
17800	-0.5744038	0	-0.5744038
17900	-2.339947	0	-2.339947
18000	-0.8975091	0	-0.8975091
18100	-0.05322399	0	-0.05322399
18200	-2.903201	0	-2.903201
18300	-0.3131756	0	-0.3131756
18400	-0.7135729	0	-0.7135729
18500	-2.257762	0	-2.257762
18600	-0.03951709	0	-0.03951709
18700	-0.2786552	0	-0.2786552
18800	-3.123737	0	-3.123737
18900	-2.186076	0	-2.186076
19000	-0.5171348	0	-0.5171348
19100	-0.04908462	0	-0.04908462
19200	-2.904643	0	-2.904643
19300	-0.2290156	0	-0.2290156
19400	-0.9493013	0	-0.9493013
19500	-1.266176	0	-1.266176
19600	-0.7240995	0	-0.7240995
19700	-1.336829	0	-1.336829
19800	-1.883539	0	-1.883539
19900	-0.02808479	0	-0.02808479
20000	-0.6201172	0	-0.6201172
20100	-4.49174	0	-4.49174
20200	-1.625546	0	-1.625546
20300	-0.02565879	0	-0.02565879
20400	-0.02688872	0	-0.02688872
20500	-2.937532	0	-2.937532
20600	-2.257736	0	-2.257736
20700	-0.396667	0	-0.396667
20800	-1.149242	0	-1.149242
20900	-0.8111047	0	-0.8111047
21000	-0.8672498	0	-0.8672498
21100	-0.6365021	0	-0.6365021
21200	-0.8304289	0	-0.8304289
21300	-1.316123	0	-1.316123
21400	-0.09321912	0	-0.09321912
21500	-0.8141044	0	-0.8141044
21600	-0.333418	0	-0.333418
21700	-0.4409813	0	-0.4409813
21800	-3.413867	0	-3.413867
21900	-0.6334727	0	-0.6334727
22000	-0.7000012	0	-0.7000012
22100	-0.9384674	0	-0.9384674
22200	-1.320252	0	-1.320252
22300	-0.6580805	0	-0.6580805
22400	-0.02966401	0	-0.02966401
22500	-0.7851242	0	-0.7851242
22600	-2.4037	0	-2.4037
22700	-1.696072	0	-1.696072
22800	-0.0474577	0	-0.0474577
22900	-0.1980009	0	-0.1980009
23000	-0.221292	0	-0.221292
23100	-1.522876	0	-1.522876
23200	-0.1278306	0	-0.1278306
23300	-1.451382	0	-1.451382
23400	-0.1772673	0	-0.1772673
23500	-0.6375972	0	-0.6375972
23600	-0.340309	0	-0.340309
23700	-2.138882	0	-2.138882
23800	-1.508469	0	-1.508469
23900	-2.586308	0	-2.586308
24000	-0.6098225	0	-0.6098225
24100	-0.1954367	0	-0.1954367
24200	-0.5617619	0	-0.5617619
24300	-0.745161	0	-0.745161
24400	-0.1448667	0	-0.1448667
24500	-0.2599538	0	-0.2599538
24600	-0.1648471	0	-0.1648471
24700	-1.06206	0	-1.06206
24800	-1.306059	0	-1.306059
24900	-0.05688232	0	-0.05688232
25000	-0.256365	0	-0.256365
25100	-0.5209723	0	-0.5209723
25200	-0.3568679	0	-0.3568679
25300	-0.5412	0	-0.5412
25400	-0.823862	0	-0.823862
25500	-1.320133	0	-1.320133
25600	-0.2241128	0	-0.2241128
25700	-0.2765979	0	-0.2765979
25800	-0.6758865	0	-0.6758865
25900	-0.1475682	0	-0.1475682
26000	-0.2376001	0	-0.2376001
26100	-0.2137038	0	-0.2137038
26200	-2.256249	0	-2.256249
26300	-0.9391245	0	-0.9391245
26400	-1.119592	0	-1.119592
26500	-1.281096	0	-1.281096
26600	-2.912922	0	-2.912922
26700	-1.451325	0	-1.451325
26800	-1.09473	0	-1.09473
26900	-2.967715	0	-2.967715
27000	-0.6365199	0	-0.6365199
27100	-2.217656	0	-2.217656
27200	-0.04518152	0	-0.04518152
27300	-0.6483678	0	-0.6483678
27400	-0.07808886	0	-0.07808886
27500	-0.02477654	0	-0.02477654
27600	-1.041542	0	-1.041542
27700	-0.329134	0	-0.329134
27800	-0.008535654	0	-0.008535654
27900	-0.006240639	0	-0.006240639
28000	-1.475519	0	-1.475519
28100	-2.956831	0	-2.956831
28200	-0.8945908	0	-0.8945908
28300	-0.888097	0	-0.888097
28400	-1.965494	0	-1.965494
28500	-0.5213488	0	-0.5213488
28600	-0.04326261	0	-0.04326261
28700	-1.129977	0	-1.129977
28800	-1.295273	0	-1.295273
28900	-1.181278	0	-1.181278
29000	-0.7630999	0	-0.7630999
29100	-0.7891202	0	-0.7891202
29200	-1.601466	0	-1.601466
29300	-0.1126409	0	-0.1126409
29400	-0.3055071	0	-0.3055071
29500	-1.870383	0	-1.870383
29600	-1.0978	0	-1.0978
29700	-1.086095	0	-1.086095
29800	-1.110764	0	-1.110764
29900	-0.6313669	0	-0.6313669
30000	-0.6778811	0	-0.6778811
30100	-0.6556353	0	-0.6556353
30200	-1.514495	0	-1.514495
30300	-1.291559	0	-1.291559
30400	-0.0402258	0	-0.0402258
30500	-0.6187931	0	-0.6187931
30600	-0.008464863	0	-0.008464863
30700	-0.0008240983	0	-0.0008240983
30800	-0.009931822	0	-0.009931822
30900	-2.403121	0	-2.403121
31000	-1.566279	0	-1.566279
31100	-0.5618118	0	-0.5618118
31200	-2.002262	0	-2.002262
31300	-0.4550796	0	-0.4550796
31400	-0.07978567	0	-0.07978567
31500	-0.5466001	0	-0.5466001
31600	-1.394124	0	-1.394124
31700	-0.6036328	0	-0.6036328
31800	-1.073768	0	-1.073768
31900	-1.277254	0	-1.277254
32000	-0.4047621	0	-0.4047621
32100	-0.5859872	0	-0.5859872
32200	-2.341075	0	-2.341075
32300	-0.009891083	0	-0.009891083
32400	-0.6848539	0	-0.6848539
32500	-0.9122597	0	-0.9122597
32600	-0.07191741	0	-0.07191741
32700	-0.233868	0	-0.233868
32800	-3.150043	0	-3.150043
32900	-0.1680469	0	-0.1680469
33000	-0.1288051	0	-0.1288051
33100	-0.02743268	0	-0.02743268
33200	-0.04214071	0	-0.04214071
33300	-0.2591677	0	-0.2591677
33400	-0.1795925	0	-0.1795925
33500	-0.04669867	0	-0.04669867
33600	-0.122423	0	-0.122423
33700	-0.04396332	0	-0.04396332
33800	-1.00729	0	-1.00729
33900	-1.42937	0	-1.42937
34000	-3.866765	0	-3.866765
34100	-0.231786	0	-0.231786
34200	-0.9946323	0	-0.9946323
34300	-2.208047	0	-2.208047
34400	-0.2652994	0	-0.2652994
34500	-0.712635	0	-0.712635
34600	-1.936911	0	-1.936911
34700	-1.620435	0	-1.620435
34800	-0.6077482	0	-0.6077482
34900	-0.8010155	0	-0.8010155
35000	-0.2805017	0	-0.2805017
35100	-4.014848	0	-4.014848
35200	-0.7683436	0	-0.7683436
35300	-0.8091248	0	-0.8091248
35400	-0.479167	0	-0.479167
35500	-0.07511623	0	-0.07511623
35600	-0.445104	0	-0.445104
35700	-0.01868225	0	-0.01868225
35800	-0.04476977	0	-0.04476977
35900	-1.50016	0	-1.50016
36000	-0.8378945	0	-0.8378945
36100	-3.482721	0	-3.482721
36200	-4.56068	0	-4.56068
36300	-0.5853412	0	-0.5853412
36400	-0.4578894	0	-0.4578894
36500	-0.789316	0	-0.789316
36600	-0.1274377	0	-0.1274377
36700	-1.657943	0	-1.657943
36800	-1.052786	0	-1.052786
36900	-2.133871	0	-2.133871
37000	-0.2734479	0	-0.2734479
37100	-0.8123508	0	-0.8123508
37200	-2.496159	0	-2.496159
37300	-0.1603198	0	-0.1603198
37400	-0.5492989	0	-0.5492989
37500	-0.9526461	0	-0.9526461
37600	-1.90536	0	-1.90536
37700	-1.350397	0	-1.350397
37800	-2.707691	0	-2.707691
37900	-0.2942593	0	-0.2942593
38000	-0.3295279	0	-0.3295279
38100	-1.210826	0	-1.210826
38200	-1.389306	0	-1.389306
38300	-1.566186	0	-1.566186
38400	-1.205152	0	-1.205152
38500	-0.8468195	0	-0.8468195
38600	-1.701374	0	-1.701374
38700	-2.501037	0	-2.501037
38800	-1.182226	0	-1.182226
38900	-0.7351278	0	-0.7351278
39000	-1.890375	0	-1.890375
39100	-3.123283	0	-3.123283
39200	-3.195439	0	-3.195439
39300	-1.836547	0	-1.836547
39400	-1.143652	0	-1.143652
39500	-1.152224	0	-1.152224
39600	-0.4031686	0	-0.4031686
39700	-0.3015059	0	-0.3015059
39800	-0.7206495	0	-0.7206495
39900	-2.577776	0	-2.577776
40000	-1.46422	0	-1.46422
40100	-0.3844498	0	-0.3844498
40200	-1.633249	0	-1.633249
40300	-0.3281929	0	-0.3281929
40400	-0.4506522	0	-0.4506522
40500	-0.5532009	0	-0.5532009
40600	-2.877215	0	-2.877215
40700	-0.5009184	0	-0.5009184
40800	-0.06139918	0	-0.06139918
40900	-4.333015	0	-4.333015
41000	-0.6899332	0	-0.6899332
41100	-0.5471743	0	-0.5471743
41200	-2.17864	0	-2.17864
41300	-0.7022809	0	-0.7022809
41400	-0.03429272	0	-0.03429272
41500	-0.2263981	0	-0.2263981
41600	-3.261272	0	-3.261272
41700	-0.8665245	0	-0.8665245
41800	-1.367151	0	-1.367151
41900	-0.4791791	0	-0.4791791
42000	-0.4081718	0	-0.4081718
42100	-0.08221652	0	-0.08221652
42200	-0.7342285	0	-0.7342285
42300	-0.2794507	0	-0.2794507
42400	-0.5229409	0	-0.5229409
42500	-0.6484598	0	-0.6484598
42600	-0.1168676	0	-0.1168676
42700	-0.6662055	0	-0.6662055
42800	-1.330157	0	-1.330157
42900	-0.00380992	0	-0.00380992
43000	-0.4913295	0	-0.4913295
43100	-1.073717	0	-1.073717
43200	-1.002875	0	-1.002875
43300	-0.1124791	0	-0.1124791
43400	-0.348984	0	-0.348984
43500	-3.813915	0	-3.813915
43600	-0.6214692	0	-0.6214692
43700	-2.138926	0	-2.138926
43800	-0.24329	0	-0.24329
43900	-0.508131	0	-0.508131
44000	-0.5038281	0	-0.5038281
44100	-0.4508897	0	-0.4508897
44200	-0.5921149	0	-0.5921149
44300	-2.648647	0	-2.648647
44400	-4.804497	0	-4.804497
44500	-1.182085	0	-1.182085
44600	-0.2987441	0	-0.2987441
44700	-0.8802805	0	-0.8802805
44800	-0.07045542	0	-0.07045542
44900	-0.1225824	0	-0.1225824
45000	-1.526469	0	-1.526469
45100	-0.5756323	0	-0.5756323
45200	-0.6058597	0	-0.6058597
45300	-0.2616204	0	-0.2616204
45400	-0.8770111	0	-0.8770111
45500	-1.067987	0	-1.067987
45600	-2.466934	0	-2.466934
45700	-0.6705451	0	-0.6705451
45800	-2.171993	0	-2.171993
45900	-2.785188	0	-2.785188
46000	-2.570261	0	-2.570261
46100	-1.256998	0	-1.256998
46200	-3.844802	0	-3.844802
46300	-0.2701566	0	-0.2701566
46400	-1.725274	0	-1.725274
46500	-0.6941396	0	-0.6941396
46600	-0.5696117	0	-0.5696117
46700	-2.251053	0	-2.251053
46800	-2.784474	0	-2.784474
46900	-2.467089	0	-2.467089
47000	-0.09003047	0	-0.09003047
47100	-0.04511555	0	-0.04511555
47200	-2.086072	0	-2.086072
47300	-0.936047	0	-0.936047
47400	-0.6786583	0	-0.6786583
47500	-0.8756451	0	-0.8756451
47600	-1.495212	0	-1.495212
47700	-0.1644509	0	-0.1644509
47800	-1.741249	0	-1.741249
47900	-0.4764084	0	-0.4764084
48000	-0.1052888	0	-0.1052888
48100	-1.297374	0	-1.297374
48200	-0.09702945	0	-0.09702945
48300	-1.19762	0	-1.19762
48400	-0.8386849	0	-0.8386849
48500	-0.8919106	0	-0.8919106
48600	-1.559361	0	-1.559361
48700	-0.3145957	0	-0.3145957
48800	-2.535886	0	-2.535886
48900	-1.29634	0	-1.29634
49000	-2.847211	0	-2.847211
49100	-4.034837	0	-4.034837
49200	-0.5227667	0	-0.5227667
49300	-1.148577	0	-1.148577
49400	-0.4779953	0	-0.4779953
49500	-0.1157389	0	-0.1157389
49600	-0.5248892	0	-0.5248892
49700	-0.3429569	0	-0.3429569
49800	-0.4848293	0	-0.4848293
49900	-0.6328872	0	-0.6328872
50000	-0.4773246	0	-0.4773246
50100	-0.38482	0	-0.38482
50200	-0.5873412	0	-0.5873412
50300	-0.2287071	0	-0.2287071
50400	-0.1312234	0	-0.1312234
50500	-0.1061907	0	-0.1061907
50600	-0.1438847	0	-0.1438847
50700	-0.09108369	0	-0.09108369
50800	-0.7589303	0	-0.7589303
50900	-0.7434091	0	-0.7434091
51000	-0.4792089	0	-0.4792089
51100	-2.346907	0	-2.346907
51200	-0.4851409	0	-0.4851409
51300	-0.6025962	0	-0.6025962
51400	-1.773314	0	-1.773314
51500	-0.9598354	0	-0.9598354
51600	-1.723055	0	-1.723055
51700	-0.2205911	0	-0.2205911
51800	-0.04373063	0	-0.04373063
51900	-0.668002	0	-0.668002
52000	-0.60006	0	-0.60006
52100	-1.308112	0	-1.308112
52200	-0.1395728	0	-0.1395728
52300	-0.6764915	0	-0.6764915
52400	-0.7247364	0	-0.7247364
