task,pID,scriptID,jobID,State,endTime,seconds,nCPU,ReqMem,maxRSS,tmpUsed
mcmcmc,4103,by_nt_ki,12521494,COMPLETED,1743540058,43232,16,86824M,28897200000,0
marginal,07202,hg_b_kv,12503937,COMPLETED,1743536585,214821,32,71840M,29957756000,0
mcmcmc,3670,by_nt_ki,12481560,TIMEOUT,1743536364,259205,16,108854M,43991384000,NA
marginal,07202,ns_nt_kv,12518149,COMPLETED,1743523166,116054,32,29899M,21407360000,0
mcmcmc,07206,by_n_kv,12522647,COMPLETED,1743519515,7220,16,80421M,42366864000,0
mcmcmc,4285,by_n_ki,12523472,OUT_OF_MEMORY,1743518934,24,16,67368M,0,NA
mcmcmc,4173,by_n_ki,12523471,OUT_OF_MEMORY,1743518933,23,16,67366M,0,NA
marginal,07202,ns_n_kv,12518224,COMPLETED,1743515600,108148,24,27209M,15992860000,0
mcmcmc,4285,by_n_ki,12481555,TIMEOUT,1743515108,259215,16,109221M,78630904000,NA
marginal,07205,by_kv,12481562,TIMEOUT,1743513125,259210,64,78680M,66721368000,NA
marginal,07203,hg_b_kv,12521510,COMPLETED,1743510956,25295,16,6334M,4278056000,0
mcmcmc,07205,by_ki,12486923,COMPLETED,1743507750,186046,16,200834M,58904200000,0
mcmcmc,175,hg_b_ki,12518232,COMPLETED,1743503246,43233,16,35692M,18654180000,0
mcmcmc,07206,by_n_kv,12518501,TIMEOUT,1743499561,44307,16,49604M,41478.5,NA
mcmcmc,691,by_n_ki,12481550,TIMEOUT,1743499379,259224,16,135556M,103990696000,NA
mcmcmc,07206,rm_by_t_kv,12518145,COMPLETED,1743499305,42011,16,79902M,42671984000,0
mcmcmc,3345,by_nt_ki,12481559,TIMEOUT,1743498347,259230,16,80492M,33571060000,NA
mcmcmc,3670,by_n_ki,12481552,TIMEOUT,1743498134,259200,16,108922M,40174156000,NA
marginal,5228,hg_bm_ki,12483105,COMPLETED,1743496634,157588,128,79290M,56797720000,0
marginal,5327,ns_nt_kv,12521478,COMPLETED,1743496072,10593,16,15650M,3290696000,0
mcmcmc,3707,by_nt_ki,12518186,OUT_OF_MEMORY,1743495521,94,16,241794M,245727864000,NA
marginal,5228,hg_m_ki,12482322,COMPLETED,1743495284,159177,128,79468M,59433592000,0
marginal,691,by_nt_ki,12518181,OUT_OF_MEMORY,1743492794,13,128,198610M,2515760000,NA
marginal,691,by_t_ki,12518179,OUT_OF_MEMORY,1743492768,15,128,200636M,0,NA
marginal,691,by_n_ki,12518177,OUT_OF_MEMORY,1743492732,16,128,198918M,0,NA
marginal,07205,hg2_kv,12518175,OUT_OF_MEMORY,1743492693,12,128,214246M,0,NA
marginal,5228,hg_b_ki,12482313,COMPLETED,1743492681,159916,128,79405M,59472376000,0
marginal,157,by_nt_ki,12521552,COMPLETED,1743491539,31,32,74636M,1424000,NA
marginal,4230,hg2_ki,12518173,OUT_OF_MEMORY,1743491003,16,128,195600M,0,NA
marginal,691,by_ki,12518167,OUT_OF_MEMORY,1743490987,58,128,177068M,180040036000,NA
marginal,07205,hg_kv,12518168,OUT_OF_MEMORY,1743490987,58,128,186586M,189768480000,NA
mcmcmc,4285,by_ki,12521499,OUT_OF_MEMORY,1743487049,49,16,68870M,44470492000,NA
mcmcmc,4173,by_ki,12521498,OUT_OF_MEMORY,1743486985,46,16,68868M,45029032000,NA
mcmcmc,3707,by_n_ki,12518125,OUT_OF_MEMORY,1743485548,100,16,241916M,236357476000,NA
mcmcmc,3707,by_ki,12518124,OUT_OF_MEMORY,1743485427,100,16,246788M,240304140000,NA
marginal,3708,by_ki,12518122,OUT_OF_MEMORY,1743485307,10,128,99905M,1154900000,NA
marginal,3804,by_n_ki,12518121,OUT_OF_MEMORY,1743485281,15,128,71548M,0,NA
marginal,07205,by_n_kv,12518118,OUT_OF_MEMORY,1743485248,12,128,83065M,0,NA
marginal,5327,hg_ki,12518109,OUT_OF_MEMORY,1743485219,13,128,74702M,0,NA
marginal,3708,by_n_ki,12518108,OUT_OF_MEMORY,1743485186,11,128,99229M,0,NA
marginal,563,hg_bm_ki,12482999,COMPLETED,1743485149,148229,128,77933M,57737200000,0
marginal,4230,ns_nt_kv,12518119,TIMEOUT,1743484811,78030,16,21513M,7203024000,NA
mcmcmc,4285,by_ki,12475848,TIMEOUT,1743481753,259206,16,111656M,83340972000,NA
marginal,5228,by_nt_ki,12470961,COMPLETED,1743479733,161347,128,78294M,56312420000,0
marginal,563,hg_m_ki,12482317,COMPLETED,1743479423,143647,128,78113M,57854892000,0
marginal,3705,ns_n_ki,12518153,COMPLETED,1743474959,67847,16,8519M,5845400000,0
marginal,07202,hg2_kv,12481563,COMPLETED,1743474377,220188,48,77302M,45244004000,0
mcmcmc,07200,hg_b_kv,12518764,COMPLETED,1743472799,43274,16,27304M,15093888000,0
marginal,4284,by_n_ki,12518140,TIMEOUT,1743466634,21249,8,96226M,50851920000,NA
marginal,563,hg2_ki,12482284,COMPLETED,1743465861,142710,128,77957M,5.5864e+10,0
marginal,563,hg_b_ki,12482303,COMPLETED,1743465147,141299,128,78049M,57717464000,0
marginal,4284,by_nt_ki,12518141,TIMEOUT,1743463286,17901,8,91990M,50577320000,NA
marginal,4308,ns_n_ki,12518154,COMPLETED,1743463166,56054,16,5995M,4714020000,0
marginal,4308,ns_nt_ki,12518155,COMPLETED,1743461511,54399,16,6416M,4712824000,0
mcmcmc,07205,ns_nt_kv,12518500,OUT_OF_MEMORY,1743460025,12,16,33635M,0,NA
marginal,563,hg_ki,12482239,COMPLETED,1743459333,140905,128,77993M,59962712000,0
marginal,3200,hg2_ki,12425906,COMPLETED,1743458563,140690,128,89612M,67492712000,0
marginal,07203,hg_b_kv,12518150,TIMEOUT,1743456860,49748,8,2477M,2133572000,NA
marginal,493,by_nt_ki,12518152,COMPLETED,1743456194,49082,8,6673M,2543916000,0
marginal,3833,ns_nt_ki,12518151,COMPLETED,1743454869,47757,8,3440M,1922080000,0
mcmcmc,691,by_ki,12474868,TIMEOUT,1743454048,259216,16,137991M,82334908000,NA
marginal,4103,by_nt_ki,12471421,TIMEOUT,1743453649,259219,40,140764M,27849308000,NA
marginal,3200,hg_ki,12482241,COMPLETED,1743452319,130494,128,80953M,65023084000,0
mcmcmc,3708,by_nt_ki,12518137,COMPLETED,1743450342,43260,16,49627M,44289552000,0
marginal,2131,by_nt_ki,12518156,COMPLETED,1743445352,38240,16,4793M,3608940000,0
marginal,3392,hg_b_ki,12482306,COMPLETED,1743444197,114012,128,81181M,65322308000,0
marginal,3392,hg2_ki,12482287,COMPLETED,1743439135,115322,128,81079M,66927552000,0
mcmcmc,4173,by_ki,12475847,TIMEOUT,1743436943,259217,16,111652M,89347212000,NA
mcmcmc,3670,by_ki,12474871,TIMEOUT,1743436853,259221,16,111354M,40365692000,NA
mcmcmc,4103,by_nt_ki,12471422,TIMEOUT,1743436160,259213,16,86824M,28373356000,NA
marginal,692,by_t_ki,12470314,TIMEOUT,1743435917,259220,32,77510M,32556932000,NA
mcmcmc,5327,ns_nt_kv,12497718,COMPLETED,1743434685,256106,16,25307M,8620196000,0
mcmcmc,4103,by_ki,12474874,TIMEOUT,1743432385,259211,16,68440M,27787164000,NA
marginal,3927,hg_b_ki,12456251,COMPLETED,1743425572,107276,128,83263M,83167044000,0
marginal,3927,hg2_ki,12425910,COMPLETED,1743422716,104843,128,88584M,66258608000,0
marginal,3392,by_ki,12518227,OUT_OF_MEMORY,1743422686,18,32,18738M,0,NA
mcmcmc,07200,hg_b_kv,12518488,OUT_OF_MEMORY,1743418982,37,16,13652M,1508000,NA
marginal,07205,by_nt_kv,12495667,TIMEOUT,1743415660,259229,32,40032M,33148064000,NA
mcmcmc,07206,by_t_kv,12518144,COMPLETED,1743415012,7268,16,69542M,42322160000,0
marginal,3392,ns_n_ki,12518228,OUT_OF_MEMORY,1743414570,28,32,18072M,0,NA
marginal,1210,by_n_ki,12518256,COMPLETED,1743408043,6,8,1717M,0,NA
marginal,3448,hg_ki,12482437,COMPLETED,1743407878,259145,64,41592M,33192296000,0
mcmcmc,175,hg_b_ki,12495322,TIMEOUT,1743354325,259229,16,57866M,18741196000,NA
mcmcmc,104,hg_bm_ki,12495321,COMPLETED,1743344418,258039,16,20358M,18880836000,0
marginal,5327,ns_n_ki,12503936,OUT_OF_MEMORY,1743339096,13,128,71884M,0,NA
marginal,692,ns_ki,12501061,OUT_OF_MEMORY,1743339087,15,128,85147M,0,NA
mcmcmc,4284,by_nt_ki,12496615,OUT_OF_MEMORY,1743339083,28,16,149139M,0,NA
marginal,4291,hg_ki,12501226,COMPLETED,1743339083,5,128,69281M,0,NA
marginal,3405,hg_ki,12501194,COMPLETED,1743339078,5,128,68609M,0,NA
marginal,5327,hg_bm_ki,12483120,OUT_OF_MEMORY,1743339063,13,128,86948M,0,NA
marginal,4291,hg_bm_ki,12483079,COMPLETED,1743339050,6,128,80075M,0,NA
marginal,3405,hg_bm_ki,12483042,COMPLETED,1743339046,7,128,79942M,0,NA
mcmcmc,4284,by_n_ki,12496613,OUT_OF_MEMORY,1743337098,27,16,151094M,0,NA
marginal,5327,hg_m_ki,12482991,OUT_OF_MEMORY,1743336900,10,128,87125M,0,NA
marginal,4291,hg_m_ki,12482953,COMPLETED,1743336867,7,128,80254M,0,NA
marginal,3405,hg_m_ki,12482910,COMPLETED,1743336807,7,128,80122M,0,NA
marginal,5327,hg_b_ki,12482863,OUT_OF_MEMORY,1743336752,12,128,87062M,0,NA
marginal,4291,hg_b_ki,12482820,COMPLETED,1743336716,6,128,80191M,0,NA
marginal,3405,hg_b_ki,12482675,COMPLETED,1743336654,5,128,80058M,0,NA
marginal,3405,hg2_ki,12482520,COMPLETED,1743336597,8,128,79954M,0,NA
marginal,4761,hg_bm_ki,12482347,OUT_OF_MEMORY,1743336573,14,128,87051M,0,NA
marginal,3804,hg_bm_ki,12482346,OUT_OF_MEMORY,1743336540,11,128,86902M,588280000,NA
marginal,3200,hg_bm_ki,12482341,OUT_OF_MEMORY,1743336516,17,128,80888M,0,NA
marginal,157,hg_bm_ki,12482323,OUT_OF_MEMORY,1743336486,17,128,97884M,0,NA
marginal,4761,hg_m_ki,12482321,OUT_OF_MEMORY,1743336089,12,128,87230M,0,NA
marginal,3804,hg_m_ki,12482320,OUT_OF_MEMORY,1743336057,10,128,87075M,0,NA
marginal,3200,hg_m_ki,12482319,OUT_OF_MEMORY,1743336029,12,128,81067M,0,NA
marginal,157,hg_m_ki,12482315,OUT_OF_MEMORY,1743335776,25,128,98062M,0,NA
marginal,4761,hg_b_ki,12482311,OUT_OF_MEMORY,1743332750,15,128,87166M,0,NA
marginal,3804,hg_b_ki,12482310,OUT_OF_MEMORY,1743332720,15,128,87014M,0,NA
mcmcmc,07204,hg_b_kv,12505266,OUT_OF_MEMORY,1743331704,23,16,110990M,0,NA
marginal,3200,hg_b_ki,12482304,OUT_OF_MEMORY,1743330184,14,128,81004M,0,NA
marginal,07206,hg2_kv,12495597,OUT_OF_MEMORY,1743325910,13,120,88967M,0,NA
marginal,07206,by_kv,12470049,COMPLETED,1743324775,148236,32,74022M,26173552000,0
marginal,157,hg_b_ki,12482300,OUT_OF_MEMORY,1743323848,10,128,97999M,1416936000,NA
marginal,4761,hg2_ki,12482296,OUT_OF_MEMORY,1743323838,17,128,87065M,0,NA
marginal,3708,by_kv,12322242,COMPLETED,1743323821,13604,128,95351M,33259500000,1.3
marginal,157,hg2_ki,12482252,OUT_OF_MEMORY,1743323132,11,128,97926M,1406400000,NA
mcmcmc,07205,hg_kv,12501057,OUT_OF_MEMORY,1743318473,26,16,83798M,30064216000,NA
marginal,5327,ns_ki,12469894,OUT_OF_MEMORY,1743318339,13,128,85790M,0,NA
marginal,692,by_nt_ki,12455857,OUT_OF_MEMORY,1743318312,16,128,98148M,0,NA
marginal,692,rm_by_n_ki,12446058,OUT_OF_MEMORY,1743318275,9,128,98873M,0,NA
marginal,07204,by_n_kv,12444378,OUT_OF_MEMORY,1743318056,32,128,111645M,277312000,NA
marginal,5327,hg2_ki,12425915,OUT_OF_MEMORY,1743317975,12,128,93198M,0,NA
marginal,4103,by_ki,12343189,OUT_OF_MEMORY,1743312048,13,128,86878M,0,NA
marginal,07204,ns_nt_kv,12338801,OUT_OF_MEMORY,1743312021,16,128,134191M,0,NA
marginal,3345,rm_by_n_ki,12326582,OUT_OF_MEMORY,1743311380,11,128,85303M,931232000,NA
marginal,3670,by_ki,12325164,OUT_OF_MEMORY,1743311351,12,128,95493M,0,NA
marginal,3708,by_nt_ki,12322244,OUT_OF_MEMORY,1743310867,13,128,95477M,0,NA
marginal,3708,by_t_ki,12322243,OUT_OF_MEMORY,1743310309,31,128,95544M,95817644000,NA
marginal,4817,by_n_ki,12430946,COMPLETED,1743310232,14,128,101446M,0,NA
marginal,3708,rm_by_n_ki,12322237,OUT_OF_MEMORY,1743308537,17,128,97430M,0,NA
marginal,157,hg_ki,12482237,COMPLETED,1743305721,189277,32,41896M,34424128000,0
marginal,3392,ns_n_ki,12501158,TIMEOUT,1743298045,151563,32,20458M,19124468000,NA
marginal,07202,hg_kv,12501066,TIMEOUT,1743294887,154033,32,35604M,25522760000,NA
marginal,3392,hg_m_ki,12482906,COMPLETED,1743292195,173490,32,25092M,18606340000,0
marginal,3392,hg_bm_ki,12483040,COMPLETED,1743282813,164010,32,24925M,18572204000,0
marginal,175,hg_b_ki,12482301,COMPLETED,1743277273,160068,32,35692M,14884984000,0
marginal,3392,hg_ki,12482242,COMPLETED,1743274939,165167,32,24870M,17475268000,0
marginal,175,hg_bm_ki,12482340,COMPLETED,1743267110,157338,32,19227M,14895448000,0
marginal,3927,hg_ki,12482247,COMPLETED,1743266746,150302,32,23827M,17941376000,0
marginal,07206,ns_n_kv,12501064,TIMEOUT,1743265544,124690,32,36592M,28209840000,NA
marginal,07202,ns_n_kv,12501063,TIMEOUT,1743265424,124570,16,25237M,10603112000,NA
marginal,3351,ns_n_ki,12501157,COMPLETED,1743258725,112276,16,7573M,5316552000,0
marginal,4761,by_ki,12490212,COMPLETED,1743256451,118057,32,28352M,23638732000,0
mcmcmc,4291,hg_bm_ki,12495326,COMPLETED,1743253605,759,16,72940M,32376980000,0
marginal,07202,ns_nt_kv,12501071,TIMEOUT,1743243282,102428,24,29442M,15983300000,NA
mcmcmc,07206,rm_by_t_kv,12495796,TIMEOUT,1743239362,44282,16,129541M,42372048000,NA
mcmcmc,07206,by_t_kv,12495676,TIMEOUT,1743238432,44281,16,112745M,42364228000,NA
mcmcmc,07204,rm_by_t_kv,12501082,COMPLETED,1743237424,43242,16,91658M,46205800000,0
marginal,175,hg2_ki,12482267,COMPLETED,1743235652,149304,32,19189M,14130732000,0
marginal,4761,ns_nt_ki,12481831,COMPLETED,1743234784,128220,32,28666M,21102656000,0
mcmcmc,3708,by_nt_ki,12471415,TIMEOUT,1743233016,259208,16,57512M,44178972000,NA
marginal,4649,hg_bm_ki,12483089,OUT_OF_MEMORY,1743231310,9,64,47587M,0,NA
marginal,4649,hg_m_ki,12482960,OUT_OF_MEMORY,1743231249,9,64,47749M,0,NA
marginal,3351,ns_nt_ki,12501276,COMPLETED,1743225437,77820,32,15547M,10605304000,0
marginal,4291,ns_nt_ki,12501170,COMPLETED,1743220595,49486,32,20451M,14035816000,0
marginal,3655,ns_nt_ki,12505216,COMPLETED,1743217573,41749,8,2494M,1958840000,0
marginal,4649,hg_b_ki,12482835,OUT_OF_MEMORY,1743214975,10,64,47688M,0,NA
marginal,175,hg_m_ki,12482316,COMPLETED,1743214547,114091,32,19394M,14887520000,0
marginal,104,ns_nt_ki,12501164,COMPLETED,1743211918,65403,16,9682M,6571888000,0
mcmcmc,3711,hg_bm_ki,12495323,COMPLETED,1743205755,95983,16,18372M,16683336000,0
marginal,4308,ns_nt_ki,12501172,TIMEOUT,1743196316,49768,8,3452M,2273816000,NA
mcmcmc,07205,by_t_kv,12495793,COMPLETED,1743194849,17,16,129441M,0,NA
marginal,3351,hg_m_ki,12482904,COMPLETED,1743194683,75978,32,19332M,11654508000,0
mcmcmc,4103,by_n_ki,12505214,COMPLETED,1743194389,7226,16,43662M,29773992000,0
marginal,3833,ns_nt_ki,12501141,TIMEOUT,1743193386,47127,8,2519M,1915284000,NA
marginal,3351,hg_b_ki,12482671,COMPLETED,1743192326,73653,32,19269M,11452756000,0
marginal,493,by_nt_ki,12501150,TIMEOUT,1743191362,44945,8,5150M,2492620000,NA
marginal,4308,ns_n_ki,12501160,TIMEOUT,1743190969,44487,8,2752M,2272748000,NA
mcmcmc,3708,by_ki,12505262,COMPLETED,1743189567,2205,16,57034M,44774708000,0
marginal,3603,by_nt_ki,12501152,COMPLETED,1743186631,40214,8,1886M,1561096000,0
marginal,3705,ns_n_ki,12501159,TIMEOUT,1743186105,39623,8,5116M,2819752000,NA
mcmcmc,07206,by_nt_kv,12501092,COMPLETED,1743185895,43227,16,46668M,42474920000,0
mcmcmc,3708,by_n_ki,12471358,COMPLETED,1743185889,248302,16,57532M,45082860000,0
marginal,07203,by_ki,12501148,COMPLETED,1743185539,39153,8,4757M,2229252000,0
mcmcmc,07206,ns_kv,12495681,COMPLETED,1743184454,7226,16,85191M,42335424000,0
marginal,5228,ns_nt_kv,12504494,COMPLETED,1743181321,9574,16,10507M,3170696000,0
marginal,4467,ns_n_ki,12503941,COMPLETED,1743180960,10232,8,1717M,1430336000,0
mcmcmc,4230,ns_nt_kv,12497716,COMPLETED,1743179700,23772,16,28939M,18731704000,0
marginal,748,ns_nt_ki,12501140,COMPLETED,1743179665,33406,8,4229M,2042156000,0
marginal,2131,by_nt_ki,12501236,TIMEOUT,1743179265,32354,8,2760M,1873396000,NA
mcmcmc,3708,by_ki,12471028,TIMEOUT,1743177764,259208,16,58308M,42851580000,NA
mcmcmc,684,by_n_ki,12481549,OUT_OF_MEMORY,1743177516,40,16,68482M,61007720000,NA
mcmcmc,07206,by_ki,12471187,OUT_OF_MEMORY,1743176930,14,16,79986M,0,NA
marginal,3351,hg_ki,12501193,COMPLETED,1743176639,4,32,18054M,0,NA
marginal,175,hg_ki,12501177,COMPLETED,1743176608,5,32,17975M,0,NA
marginal,1210,ns_ki,12503945,COMPLETED,1743176149,5421,8,1717M,1246236000,0
marginal,3655,ns_nt_ki,12501169,TIMEOUT,1743175719,29171,8,2333M,1874708000,NA
marginal,1113,ns_nt_ki,12503942,COMPLETED,1743174292,3564,8,1717M,1218776000,0
marginal,1113,ns_ki,12503944,COMPLETED,1743174203,3475,8,1717M,1239224000,0
mcmcmc,3804,by_nt_ki,12471419,TIMEOUT,1743172340,259211,16,27775M,20233436000,NA
mcmcmc,4103,by_n_ki,12471366,TIMEOUT,1743171529,259229,16,43662M,28825504000,NA
mcmcmc,3804,by_n_ki,12471361,TIMEOUT,1743171439,259206,16,27844M,19575540000,NA
mcmcmc,5228,ns_nt_kv,12497717,COMPLETED,1743171078,3566,16,17756M,5542060000,0
marginal,07202,hg_b_kv,12496448,TIMEOUT,1743167811,83827,16,28659M,14974956000,NA
marginal,4467,ns_n_ki,12501691,TIMEOUT,1743167691,7380,8,1717M,1412376000,NA
marginal,4467,ns_nt_ki,12501624,COMPLETED,1743167360,10862,8,2704M,1350356000,0
marginal,4220,ns_nt_ki,12501623,COMPLETED,1743167344,10846,8,2152M,1359840000,0
marginal,4305,ns_nt_ki,12501410,COMPLETED,1743166563,11365,8,2980M,1398288000,0
marginal,3646,ns_nt_ki,12501243,COMPLETED,1743166233,19322,8,2994M,1479040000,0
marginal,07200,hg_kv,12501065,COMPLETED,1743165962,25108,8,6527M,2440852000,0
marginal,1210,by_n_ki,12501689,TIMEOUT,1743164827,4516,8,1717M,1275080000,NA
marginal,450,ns_nt_ki,12501694,COMPLETED,1743164626,4284,8,1717M,1186672000,0
marginal,1210,ns_ki,12501697,TIMEOUT,1743164311,3969,8,1717M,1223176000,NA
marginal,1113,ns_nt_ki,12501695,TIMEOUT,1743163223,2881,8,1717M,1201968000,NA
marginal,5268,ns_n_ki,12501692,COMPLETED,1743163216,2905,8,1717M,1207888000,0
marginal,2553,ns_n_ki,12501156,COMPLETED,1743163111,16662,8,1884M,1769516000,0
marginal,1113,ns_ki,12501696,TIMEOUT,1743163011,2669,8,1717M,1202712000,NA
marginal,3757,hg_ki,12494958,COMPLETED,1743162846,100045,32,21330M,12966956000,0
marginal,2553,ns_ki,12501155,COMPLETED,1743161000,14551,8,2025M,1770028000,0
marginal,1113,ns_ki,12501690,OUT_OF_MEMORY,1743160323,12,8,1G,0,NA
marginal,1210,ns_ki,12501693,OUT_OF_MEMORY,1743160322,11,8,1G,0,NA
marginal,450,ns_nt_ki,12501686,OUT_OF_MEMORY,1743160314,3,8,1G,0,NA
marginal,1113,ns_nt_ki,12501687,OUT_OF_MEMORY,1743160314,3,8,1G,0,NA
marginal,4467,ns_n_ki,12501652,OUT_OF_MEMORY,1743158555,14,8,1G,0,NA
marginal,1210,by_n_ki,12501650,OUT_OF_MEMORY,1743158550,9,8,1G,0,NA
marginal,5268,ns_n_ki,12501653,OUT_OF_MEMORY,1743158545,4,8,1G,0,NA
marginal,4910,ns_n_ki,12501162,COMPLETED,1743157132,10650,8,1701M,1582832000,0
marginal,4220,ns_nt_ki,12501266,TIMEOUT,1743155848,8359,8,2152M,1380764000,NA
marginal,4467,ns_nt_ki,12501285,TIMEOUT,1743155818,8170,8,2704M,1430328000,NA
marginal,4305,ns_nt_ki,12501260,TIMEOUT,1743154545,7469,8,2980M,1417424000,NA
marginal,5099,ns_nt_ki,12501262,COMPLETED,1743154400,7324,8,1808M,1274480000,0
marginal,104,ns_ki,12497297,COMPLETED,1743153488,61397,16,9056M,6587020000,0
marginal,4310,ns_nt_ki,12501252,COMPLETED,1743151731,4655,8,1764M,1256404000,0
marginal,07204,rm_by_t_kv,12495623,TIMEOUT,1743148697,72207,16,47153M,18409996000,NA
marginal,4467,ns_nt_ki,12501274,OUT_OF_MEMORY,1743147495,6,8,1352M,0,NA
marginal,4220,ns_nt_ki,12501251,OUT_OF_MEMORY,1743147081,5,8,1076M,0,NA
marginal,4111,hg_ki,12501224,COMPLETED,1743146948,4,16,8775M,0,NA
marginal,4308,hg_ki,12501228,COMPLETED,1743146948,4,16,9478M,0,NA
marginal,3755,hg_ki,12501220,COMPLETED,1743146916,5,16,8603M,0,NA
marginal,4305,ns_nt_ki,12501244,OUT_OF_MEMORY,1743146916,5,8,1490M,0,NA
marginal,3711,hg_ki,12501219,COMPLETED,1743146915,4,16,10001M,316000,NA
marginal,3833,hg_ki,12501222,COMPLETED,1743146915,4,16,8551M,0,NA
marginal,4310,ns_nt_ki,12501234,OUT_OF_MEMORY,1743146915,4,8,882M,0,NA
marginal,5099,ns_nt_ki,12501246,OUT_OF_MEMORY,1743146915,4,8,904M,0,NA
marginal,4467,hg_ki,12501231,COMPLETED,1743146884,6,8,2747M,0,NA
marginal,3603,hg_ki,12501214,COMPLETED,1743146882,4,16,8373M,0,NA
marginal,3705,hg_ki,12501217,COMPLETED,1743146882,4,8,8352M,0,NA
marginal,2800,hg_ki,12501209,COMPLETED,1743146881,3,16,11950M,0,NA
marginal,4310,hg_ki,12501230,COMPLETED,1743146881,3,8,2983M,0,NA
marginal,3710,hg_ki,12501218,COMPLETED,1743146852,7,8,2826M,0,NA
marginal,4220,hg_ki,12501225,COMPLETED,1743146852,7,8,2812M,0,NA
marginal,4305,hg_ki,12501227,COMPLETED,1743146852,7,8,3288M,0,NA
marginal,3929,hg_ki,12501223,COMPLETED,1743146850,5,8,4387M,0,NA
marginal,3408,hg_ki,12501212,COMPLETED,1743146849,4,8,2388M,0,NA
marginal,3655,hg_ki,12501216,COMPLETED,1743146849,4,8,4901M,0,NA
marginal,3832,hg_ki,12501221,COMPLETED,1743146849,4,8,11058M,0,NA
marginal,4309,hg_ki,12501229,COMPLETED,1743146849,4,8,3524M,0,NA
marginal,104,hg_ki,12501197,COMPLETED,1743146848,3,16,12271M,0,NA
marginal,493,hg_ki,12501199,COMPLETED,1743146848,3,16,11602M,0,NA
marginal,706,hg_ki,12501202,COMPLETED,1743146848,3,8,4591M,0,NA
marginal,950,hg_ki,12501203,COMPLETED,1743146848,3,8,9623M,0,NA
marginal,1113,hg_ki,12501204,COMPLETED,1743146848,3,8,1883M,0,NA
marginal,1271,hg_ki,12501206,COMPLETED,1743146848,3,8,2369M,0,NA
marginal,2131,hg_ki,12501207,COMPLETED,1743146848,3,8,4372M,0,NA
marginal,3199,hg_ki,12501210,COMPLETED,1743146848,3,8,3558M,0,NA
marginal,3244,hg_ki,12501211,COMPLETED,1743146848,3,8,2591M,0,NA
marginal,3646,hg_ki,12501215,COMPLETED,1743146848,3,8,4073M,0,NA
marginal,450,hg_ki,12501198,COMPLETED,1743146826,14,8,1377M,0,NA
marginal,748,hg_ki,12501183,COMPLETED,1743146816,4,16,10260M,0,NA
marginal,635,hg_ki,12501200,COMPLETED,1743146816,4,8,6515M,0,NA
marginal,675,hg_ki,12501201,COMPLETED,1743146815,3,8,2661M,0,NA
marginal,3646,ns_nt_ki,12501168,OUT_OF_MEMORY,1743146525,10,8,1497M,0,NA
marginal,2131,by_nt_ki,12501151,OUT_OF_MEMORY,1743146424,7,8,1380M,0,NA
mcmcmc,3833,hg_m_ki,12495324,COMPLETED,1743144196,34171,16,16589M,10025092000,0
mcmcmc,07204,by_t_kv,12501091,OUT_OF_MEMORY,1743142694,26,16,42835M,0,NA
marginal,450,ns_ki,12501088,OUT_OF_MEMORY,1743142455,4,8,688M,0,NA
mcmcmc,07204,rm_by_t_kv,12501069,OUT_OF_MEMORY,1743140876,22,16,45829M,0,NA
marginal,692,by_ki,12470958,COMPLETED,1743140290,248661,48,69934M,48206396000,0
marginal,3405,ns_nt_ki,12481799,COMPLETED,1743139670,51715,32,21364M,13994464000,0
marginal,3927,hg_bm_ki,12483063,COMPLETED,1743138369,7,32,23870M,0,NA
marginal,5201,hg_bm_ki,12483104,COMPLETED,1743138368,6,32,18489M,0,NA
marginal,07200,hg_b_kv,12496444,COMPLETED,1743127110,43156,8,7001M,2630992000,0
mcmcmc,3929,hg_m_ki,12495325,COMPLETED,1743125270,13063,16,16132M,9758948000,0
marginal,07200,hg2_kv,12495591,COMPLETED,1743124239,50233,8,7053M,2778160000,0
marginal,3757,hg_b_ki,12490144,COMPLETED,1743121314,115347,32,21396M,13798208000,0
mcmcmc,07202,hg_b_kv,12496356,OUT_OF_MEMORY,1743119337,11,16,35920M,0,NA
mcmcmc,07205,ns_kv,12495672,OUT_OF_MEMORY,1743119243,14,16,38859M,0,NA
marginal,3351,hg_bm_ki,12483038,COMPLETED,1743118776,6,32,19163M,0,NA
marginal,5201,hg_m_ki,12482973,COMPLETED,1743118744,7,32,18659M,0,NA
marginal,3927,hg_m_ki,12482935,COMPLETED,1743118712,7,32,24034M,0,NA
marginal,104,hg2_ki,12482492,COMPLETED,1743118681,8,32,20561M,0,NA
marginal,5201,hg2_ki,12482573,COMPLETED,1743118680,7,32,18425M,0,NA
marginal,5201,hg_b_ki,12482843,COMPLETED,1743118680,7,32,18547M,0,NA
mcmcmc,07204,rm_by_t_kv,12495641,TIMEOUT,1743118663,44288,16,54422M,4.5093e+10,NA
marginal,4761,hg_ki,12482477,COMPLETED,1743117345,8,32,30796M,0,NA
marginal,3755,hg_m_ki,12494954,COMPLETED,1743108571,45770,16,19666M,6592304000,0
marginal,3755,hg_b_ki,12494956,COMPLETED,1743107370,44569,16,19050M,6606176000,0
marginal,3755,hg_bm_ki,12494955,COMPLETED,1743107101,44300,16,20668M,6596016000,0
marginal,07200,hg_kv,12495580,TIMEOUT,1743105066,31091,8,6861M,2438996000,NA
marginal,3757,hg_bm_ki,12488784,COMPLETED,1743104646,111883,32,22165M,13611160000,0
