Iteration	Likelihood	Prior	p	r
51500	-3.242627	0.4660835	0.1836502	0.1836502
51600	-1.704501	-1.376308	0.3678894	0.3678894
51700	-1.70802	-1.397906	0.3700491	0.3700491
51800	-1.737108	-0.8772834	0.3179869	0.3179869
51900	-4.923275	1.02533	0.1277255	0.1277255
52000	-2.693988	0.1806178	0.2121967	0.2121967
52100	-3.70293	0.6542022	0.1648383	0.1648383
52200	-1.745117	-1.554435	0.385702	0.385702
52300	-1.739567	-1.535534	0.3838119	0.3838119
52400	-2.242522	-0.1457905	0.2448376	0.2448376
52500	-1.694386	-1.29008	0.3592665	0.3592665
52600	-1.740982	-1.54045	0.3843035	0.3843035
52700	-4.792545	0.991954	0.1310631	0.1310631
52800	-3.392969	0.5315882	0.1770997	0.1770997
52900	-1.758973	-0.8106002	0.3113185	0.3113185
53000	-2.057286	-0.3283146	0.26309	0.26309
53100	-1.852848	-0.6084335	0.2911019	0.2911019
53200	-1.987942	-0.4102741	0.2712859	0.2712859
53300	-1.69067	-1.205515	0.35081	0.35081
53400	-2.52899	0.07469896	0.2227886	0.2227886
53500	-2.592474	0.1169091	0.2185676	0.2185676
53600	-1.691536	-1.152408	0.3454993	0.3454993
53700	-2.435304	0.008557429	0.2294028	0.2294028
53800	-1.874565	-0.5716783	0.2874263	0.2874263
53900	-3.079064	0.3894455	0.191314	0.191314
54000	-2.725956	0.1998097	0.2102775	0.2102775
54100	-2.576351	0.1063726	0.2196213	0.2196213
54200	-2.10497	-0.2769857	0.2579571	0.2579571
54300	-1.697227	-1.32045	0.3623035	0.3623035
54400	-1.861742	-1.835796	0.4138381	0.4138381
54500	-4.145971	0.8062997	0.1496285	0.1496285
54600	-2.211536	-0.1734978	0.2476083	0.2476083
54700	-2.593998	0.1178983	0.2184687	0.2184687
54800	-1.988786	-0.4092156	0.2711801	0.2711801
54900	-3.196235	0.4449512	0.1857634	0.1857634
55000	-1.735424	-0.8830406	0.3185626	0.3185626
55100	-1.782022	-1.661485	0.396407	0.396407
55200	-1.892478	-1.891846	0.4194431	0.4194431
55300	-2.995361	0.3477592	0.1954826	0.1954826
55400	-1.692313	-1.135925	0.343851	0.343851
55500	-2.447963	0.01778711	0.2284798	0.2284798
55600	-3.443415	0.5526208	0.1749964	0.1749964
55700	-1.693728	-1.113928	0.3416514	0.3416514
55800	-1.784942	-1.668953	0.3971539	0.3971539
55900	-1.803166	-0.7040285	0.3006614	0.3006614
56000	-2.462833	0.02850769	0.2274077	0.2274077
56100	-4.672193	0.9600999	0.1342485	0.1342485
56200	-1.82155	-0.66643	0.2969015	0.2969015
56300	-1.69109	-1.229416	0.3532001	0.3532001
56400	-2.567446	0.1005006	0.2202084	0.2202084
56500	-3.176953	0.4360315	0.1866554	0.1866554
56600	-1.691253	-1.160193	0.3462778	0.3462778
56700	-1.795389	-0.7209145	0.30235	0.30235
56800	-1.691598	-1.150868	0.3453453	0.3453453
56900	-1.691704	-1.148367	0.3450952	0.3450952
57000	-1.890314	-0.5464803	0.2849065	0.2849065
57100	-1.700598	-1.047945	0.335053	0.335053
57200	-4.592274	0.9383169	0.1364268	0.1364268
57300	-1.814697	-0.6800958	0.2982681	0.2982681
57400	-2.511299	0.06257806	0.2240007	0.2240007
57500	-1.698864	-1.334984	0.3637569	0.3637569
57600	-2.387214	-0.02741699	0.2330002	0.2330002
57700	-2.79308	0.2388769	0.2063708	0.2063708
57800	-1.968272	-0.4354494	0.2738034	0.2738034
57900	-1.721719	-0.9348184	0.3237403	0.3237403
58000	-2.090343	-0.2923525	0.2594938	0.2594938
58100	-3.948471	0.7414411	0.1561144	0.1561144
58200	-1.95413	-0.4541696	0.2756755	0.2756755
58300	-1.910105	-0.516308	0.2818893	0.2818893
58400	-3.456147	0.5578585	0.1744727	0.1744727
58500	-1.790564	-0.7317275	0.3034313	0.3034313
58600	-1.694288	-1.106701	0.3409286	0.3409286
58700	-2.887388	0.2911828	0.2011402	0.2011402
58800	-1.926586	-0.4923038	0.2794889	0.2794889
58900	-1.713502	-1.427626	0.3730212	0.3730212
59000	-1.938984	-0.4748496	0.2777435	0.2777435
59100	-1.926759	-1.949659	0.4252244	0.4252244
59200	-1.813223	-0.6830867	0.2985672	0.2985672
59300	-6.197291	1.296767	0.1005818	0.1005818
59400	-1.695432	-1.093509	0.3396095	0.3396095
59500	-1.79796	-1.700963	0.4003548	0.4003548
59600	-3.33681	0.5076296	0.1794955	0.1794955
59700	-1.948174	-0.4622206	0.2764806	0.2764806
59800	-2.018593	-2.086925	0.438951	0.438951
59900	-3.445865	0.5536309	0.1748954	0.1748954
60000	-1.691618	-1.244639	0.3547224	0.3547224
60100	-2.117012	-0.2645674	0.2567153	0.2567153
60200	-2.813801	0.2506182	0.2051967	0.2051967
60300	-2.356957	-0.05083939	0.2353424	0.2353424
60400	-1.691082	-1.165804	0.3468389	0.3468389
60500	-2.479239	-2.589002	0.4891587	0.4891587
60600	-2.296054	-0.1000294	0.2402615	0.2402615
60700	-1.697153	-1.319762	0.3622347	0.3622347
60800	-3.151073	0.4239304	0.1878655	0.1878655
60900	-1.695497	-1.302992	0.3605577	0.3605577
61000	-2.290321	-0.1048108	0.2407396	0.2407396
61100	-3.269278	0.4780197	0.1824565	0.1824565
61200	-4.994468	1.042996	0.1259589	0.1259589
61300	-2.247441	-0.1414775	0.2444063	0.2444063
61400	-1.747454	-0.8440635	0.3146649	0.3146649
61500	-1.975021	-0.4267025	0.2729288	0.2729288
61600	-2.404819	-0.01407495	0.231666	0.231666
61700	-1.843398	-0.6252557	0.2927841	0.2927841
61800	-2.745488	0.2113453	0.209124	0.209124
61900	-1.690642	-1.198023	0.3500608	0.3500608
62000	-2.136121	-0.2452723	0.2547857	0.2547857
62100	-1.892573	-1.892013	0.4194598	0.4194598
62200	-1.794568	-0.7227373	0.3025322	0.3025322
62300	-1.866323	-0.5853355	0.2887921	0.2887921
62400	-1.710324	-0.9878737	0.3290459	0.3290459
62500	-5.992102	1.258645	0.104394	0.104394
62600	-1.690866	-1.220045	0.352263	0.352263
62700	-1.693274	-1.275068	0.3577653	0.3577653
62800	-2.664398	0.1624949	0.214009	0.214009
62900	-2.313309	-0.08579987	0.2388385	0.2388385
63000	-3.472643	0.5646031	0.1737982	0.1737982
63100	-1.808669	-0.6924515	0.2995037	0.2995037
63200	-1.89416	-0.5404918	0.2843077	0.2843077
63300	-2.262731	-2.379059	0.4681645	0.4681645
63400	-1.810369	-1.729755	0.403234	0.403234
63500	-1.691559	-1.243187	0.3545772	0.3545772
63600	-2.545721	0.08601453	0.2216571	0.2216571
63700	-1.78685	-0.7402421	0.3042827	0.3042827
63800	-1.770832	-0.7791103	0.3081695	0.3081695
63900	-2.358675	-0.04949265	0.2352078	0.2352078
64000	-1.820357	-0.6687809	0.2971366	0.2971366
64100	-2.129136	-0.2522679	0.2554853	0.2554853
64200	-2.322236	-0.07853129	0.2381116	0.2381116
64300	-1.746641	-0.846553	0.3149138	0.3149138
64400	-3.800132	0.6896816	0.1612903	0.1612903
64500	-1.822913	-0.6637595	0.2966345	0.2966345
64600	-2.711414	0.1911281	0.2111457	0.2111457
64700	-1.716426	-0.9579443	0.3260529	0.3260529
64800	-1.702998	-1.031036	0.3333621	0.3333621
64900	-1.924318	-0.4955501	0.2798135	0.2798135
65000	-4.086628	0.7872692	0.1515316	0.1515316
65100	-5.287193	1.112129	0.1190456	0.1190456
65200	-1.753052	-1.579889	0.3882474	0.3882474
65300	-3.053316	0.376812	0.1925773	0.1925773
65400	-1.811156	-0.6873129	0.2989898	0.2989898
65500	-1.993238	-0.4036576	0.2706243	0.2706243
65600	-1.725203	-0.9206924	0.3223277	0.3223277
65700	-1.714631	-0.9663286	0.3268914	0.3268914
65800	-1.95913	-2.000603	0.4303188	0.4303188
65900	-2.121702	-0.2597863	0.2562371	0.2562371
66000	-1.728938	-0.9063398	0.3208925	0.3208925
66100	-2.171429	-0.2108478	0.2513433	0.2513433
66200	-1.824249	-1.760289	0.4062874	0.4062874
66300	-1.695631	-1.304438	0.3607024	0.3607024
66400	-1.835434	-0.6398736	0.2942459	0.2942459
66500	-1.95013	-1.986754	0.4289339	0.4289339
66600	-2.733238	0.2041274	0.2098458	0.2098458
66700	-2.203635	-0.1807181	0.2483303	0.2483303
66800	-1.727279	-1.489525	0.379211	0.379211
66900	-1.696056	-1.086981	0.3389566	0.3389566
67000	-2.483142	0.04294278	0.2259642	0.2259642
67100	-2.292596	-0.1029101	0.2405495	0.2405495
67200	-2.071236	-0.3129216	0.2615507	0.2615507
67300	-1.69947	-1.056605	0.335919	0.335919
67400	-2.874485	0.2841938	0.2018391	0.2018391
67500	-1.720661	-1.461558	0.3764143	0.3764143
67600	-3.169077	0.4323645	0.1870221	0.1870221
67700	-4.255994	0.8406064	0.1461979	0.1461979
67800	-2.038705	-0.3493469	0.2651932	0.2651932
67900	-2.647513	0.1519928	0.2150592	0.2150592
68000	-2.21846	-0.1672234	0.2469808	0.2469808
68100	-7.193315	1.458586	0.08439989	0.08439989
68200	-3.361005	0.5180238	0.1784561	0.1784561
68300	-3.209472	0.4510278	0.1851557	0.1851557
68400	-1.731373	-1.505596	0.3808181	0.3808181
68500	-1.881382	-1.872125	0.417471	0.417471
68600	-2.220204	-2.3334	0.4635985	0.4635985
68700	-1.69362	-1.280029	0.3582614	0.3582614
68800	-1.830684	-0.6487996	0.2951385	0.2951385
68900	-1.938034	-1.967768	0.4270353	0.4270353
69000	-1.722936	-0.9297984	0.3232383	0.3232383
69100	-4.490502	0.9098112	0.1392774	0.1392774
69200	-1.801855	-0.70683	0.3009415	0.3009415
69300	-2.10206	-0.280017	0.2582602	0.2582602
69400	-1.824882	-1.761644	0.4064229	0.4064229
69500	-3.133028	0.4154027	0.1887182	0.1887182
69600	-2.001286	-2.062651	0.4365236	0.4365236
69700	-2.157456	-0.2242887	0.2526874	0.2526874
69800	-2.554329	0.09178187	0.2210803	0.2210803
69900	-3.182261	0.4384953	0.186409	0.186409
70000	-2.182413	-0.2004422	0.2503027	0.2503027
70100	-1.978311	-0.4224801	0.2725065	0.2725065
70200	-2.253444	-0.1362449	0.243883	0.243883
70300	-1.714672	-1.433499	0.3736084	0.3736084
70400	-2.571688	0.1033024	0.2199283	0.2199283
70500	-2.943296	0.3208926	0.1981692	0.1981692
70600	-2.640537	0.1476191	0.2154966	0.2154966
70700	-2.951905	0.3253869	0.1977198	0.1977198
70800	-1.705031	-1.017987	0.3320572	0.3320572
70900	-2.435889	0.008986563	0.2293599	0.2293599
71000	-3.317323	0.499177	0.1803408	0.1803408
71100	-1.751111	-0.8330849	0.313567	0.313567
71200	-1.836031	-0.6387646	0.294135	0.294135
71300	-1.69162	-1.150337	0.3452922	0.3452922
71400	-1.703708	-1.371078	0.3673663	0.3673663
71500	-1.801254	-0.7081224	0.3010707	0.3010707
71600	-2.106836	-0.2750472	0.2577632	0.2577632
71700	-1.697708	-1.071347	0.3373932	0.3373932
71800	-2.272212	-0.120098	0.2422683	0.2422683
71900	-3.076145	0.3880218	0.1914563	0.1914563
72000	-1.76896	-0.78391	0.3086495	0.3086495
72100	-1.711038	-1.414762	0.3717347	0.3717347
72200	-2.491171	0.04858573	0.2253999	0.2253999
72300	-1.966607	-0.4376247	0.274021	0.274021
72400	-1.725935	-0.9178203	0.3220405	0.3220405
72500	-3.346874	0.5119666	0.1790619	0.1790619
72600	-1.747101	-0.8451416	0.3147727	0.3147727
72700	-1.786125	-0.7419233	0.3044508	0.3044508
72800	-1.911356	-0.5144506	0.2817036	0.2817036
72900	-4.754908	0.9821118	0.1320473	0.1320473
73000	-1.920534	-0.5010068	0.2803592	0.2803592
73100	-1.759722	-1.600086	0.3902671	0.3902671
73200	-1.698293	-1.330088	0.3632673	0.3632673
73300	-1.848754	-0.615655	0.291824	0.291824
73400	-4.446298	0.8971519	0.1405433	0.1405433
73500	-2.164091	-0.2178776	0.2520463	0.2520463
73600	-1.737728	-0.8751918	0.3177777	0.3177777
73700	-2.405958	-0.01321832	0.2315803	0.2315803
73800	-2.845921	0.268537	0.2034048	0.2034048
73900	-2.063919	-0.3209547	0.262354	0.262354
74000	-1.821925	-1.755289	0.4057874	0.4057874
74100	-1.794798	-1.69337	0.3995955	0.3995955
74200	-1.936253	-0.4786522	0.2781237	0.2781237
74300	-2.582478	0.110391	0.2192194	0.2192194
74400	-1.934265	-0.4814345	0.278402	0.278402
74500	-1.898106	-0.5344128	0.2836998	0.2836998
74600	-2.281636	-2.398817	0.4701402	0.4701402
74700	-1.988022	-0.4101744	0.2712759	0.2712759
74800	-3.013104	0.3567466	0.1945839	0.1945839
74900	-3.075258	0.3875887	0.1914996	0.1914996
75000	-3.870059	0.7144267	0.1588158	0.1588158
75100	-1.691899	-1.144065	0.344665	0.344665
75200	-4.084428	0.7865563	0.1516029	0.1516029
75300	-2.288177	-0.1066063	0.2409191	0.2409191
75400	-3.609156	0.6187033	0.1683882	0.1683882
75500	-1.702419	-1.034952	0.3337537	0.3337537
75600	-1.751099	-0.833119	0.3135704	0.3135704
75700	-1.707305	-1.393704	0.3696289	0.3696289
75800	-1.824208	-0.6612344	0.296382	0.296382
75900	-2.30428	-2.422075	0.472466	0.472466
76000	-1.772974	-1.637567	0.3940152	0.3940152
76100	-5.189576	1.089677	0.1212908	0.1212908
76200	-3.08049	0.3901405	0.1912445	0.1912445
76300	-2.174016	-2.281709	0.4584294	0.4584294
76400	-2.295703	-0.1003214	0.2402906	0.2402906
76500	-2.018038	-2.086156	0.4388741	0.4388741
76600	-2.157587	-0.2241614	0.2526747	0.2526747
76700	-1.701771	-1.039446	0.3342031	0.3342031
76800	-1.907054	-0.5208587	0.2823444	0.2823444
76900	-1.731617	-0.8964889	0.3199074	0.3199074
77000	-1.835023	-1.782939	0.4085524	0.4085524
77100	-3.834043	0.7017607	0.1600824	0.1600824
77200	-1.690856	-1.219509	0.3522094	0.3522094
77300	-1.708065	-1.000148	0.3302733	0.3302733
77400	-1.820405	-1.751993	0.4054578	0.4054578
77500	-1.69481	-1.100454	0.3403039	0.3403039
77600	-2.815432	0.2515363	0.2051049	0.2051049
77700	-1.757465	-0.8148031	0.3117388	0.3117388
77800	-2.102393	-0.2796695	0.2582255	0.2582255
77900	-6.135042	1.285396	0.1017189	0.1017189
78000	-1.792198	-1.687042	0.3989627	0.3989627
78100	-2.061532	-0.3235949	0.262618	0.262618
78200	-2.720881	0.1967888	0.2105796	0.2105796
78300	-2.738947	0.2074981	0.2095087	0.2095087
78400	-2.443135	0.01427876	0.2288306	0.2288306
78500	-2.624529	0.1375041	0.2165081	0.2165081
78600	-1.777182	-0.7632504	0.3065836	0.3065836
78700	-2.283662	-0.1103997	0.2412985	0.2412985
78800	-3.111333	0.4050501	0.1897535	0.1897535
78900	-1.731805	-1.507241	0.3809826	0.3809826
79000	-3.424172	0.5446509	0.1757934	0.1757934
79100	-1.69987	-1.053471	0.3356056	0.3356056
79200	-1.796595	-0.7182542	0.3020839	0.3020839
79300	-1.892887	-0.5424673	0.2845052	0.2845052
79400	-1.692333	-1.259614	0.35622	0.35622
79500	-1.691142	-1.163708	0.3466293	0.3466293
79600	-2.006028	-0.3879393	0.2690524	0.2690524
79700	-3.53994	0.5916471	0.1710938	0.1710938
79800	-5.697971	1.200624	0.1101961	0.1101961
79900	-1.700485	-1.348011	0.3650596	0.3650596
80000	-3.233552	0.4619854	0.18406	0.18406
80100	-2.105864	-0.2760559	0.2578641	0.2578641
80200	-4.235649	0.8343554	0.146823	0.146823
80300	-1.727068	-0.9134308	0.3216016	0.3216016
80400	-1.963275	-2.006904	0.430949	0.430949
80500	-1.753536	-1.581389	0.3883974	0.3883974
80600	-1.693277	-1.120246	0.3422831	0.3422831
80700	-1.906277	-0.5220234	0.2824608	0.2824608
80800	-2.577905	0.1073933	0.2195192	0.2195192
80900	-6.103113	1.279499	0.1023086	0.1023086
81000	-1.744995	-0.8516541	0.3154239	0.3154239
81100	-1.723648	-0.9269039	0.3229489	0.3229489
81200	-4.05673	0.7775357	0.1525049	0.1525049
81300	-2.04212	-0.3454347	0.264802	0.264802
81400	-1.690827	-1.176919	0.3479505	0.3479505
81500	-4.962476	1.035101	0.1267485	0.1267485
81600	-1.704588	-1.020744	0.3323329	0.3323329
81700	-2.018214	-2.086401	0.4388986	0.4388986
81800	-2.982022	0.3409471	0.1961638	0.1961638
81900	-3.902191	0.7255884	0.1576997	0.1576997
82000	-3.057037	0.3786482	0.1923937	0.1923937
82100	-3.316367	0.4987605	0.1803825	0.1803825
82200	-2.809024	0.2479247	0.205466	0.205466
82300	-1.71534	-0.9629805	0.3265566	0.3265566
82400	-1.713363	-0.9724494	0.3275034	0.3275034
82500	-1.947848	-0.462664	0.2765249	0.2765249
82600	-2.165476	-0.2165459	0.2519131	0.2519131
82700	-2.701582	0.1852122	0.2117373	0.2117373
82800	-3.631677	0.6273475	0.1675238	0.1675238
82900	-1.691773	-1.146791	0.3449376	0.3449376
83000	-1.692942	-1.269991	0.3572576	0.3572576
83100	-1.760563	-0.8062201	0.3108805	0.3108805
83200	-2.790505	0.2374079	0.2065177	0.2065177
83300	-3.62015	0.6229325	0.1679653	0.1679653
83400	-3.513733	0.5812045	0.1721381	0.1721381
83500	-1.798172	-0.7147975	0.3017383	0.3017383
83600	-1.696659	-1.315	0.3617585	0.3617585
83700	-4.061872	0.7792167	0.1523368	0.1523368
83800	-2.219305	-0.1664614	0.2469046	0.2469046
83900	-1.777462	-0.7625671	0.3065152	0.3065152
84000	-2.729889	0.2021438	0.2100441	0.2100441
84100	-4.026382	0.7675533	0.1535032	0.1535032
84200	-2.44756	-2.560266	0.4862851	0.4862851
84300	-2.856696	0.2744734	0.2028112	0.2028112
84400	-3.137828	0.4176781	0.1884907	0.1884907
84500	-2.389711	-2.506193	0.4808778	0.4808778
84600	-1.702571	-1.363304	0.3665889	0.3665889
84700	-1.831645	-1.775929	0.4078514	0.4078514
84800	-1.801427	-0.7077489	0.3010334	0.3010334
84900	-3.731908	0.6649154	0.163767	0.163767
85000	-1.700493	-1.048725	0.335131	0.335131
85100	-1.704333	-1.022356	0.3324941	0.3324941
85200	-1.693656	-1.114916	0.3417501	0.3417501
85300	-1.991955	-0.4052544	0.2707839	0.2707839
85400	-2.809187	-2.859087	0.5161672	0.5161672
85500	-2.34172	-0.06288112	0.2365466	0.2365466
85600	-2.184737	-0.1982581	0.2500843	0.2500843
85700	-2.343385	-2.461257	0.4763843	0.4763843
85800	-4.53432	0.9221923	0.1380393	0.1380393
85900	-3.576768	0.6061362	0.1696449	0.1696449
86000	-2.065199	-0.3195424	0.2622128	0.2622128
86100	-1.737893	-1.52963	0.3832215	0.3832215
86200	-1.69547	-1.093104	0.3395689	0.3395689
86300	-2.681445	0.1729786	0.2129606	0.2129606
86400	-1.691721	-1.247077	0.3549662	0.3549662
86500	-2.15633	-0.2253821	0.2527967	0.2527967
86600	-1.711836	-1.419006	0.3721591	0.3721591
86700	-2.145826	-0.2356559	0.2538241	0.2538241
86800	-2.100788	-0.2813462	0.2583931	0.2583931
86900	-1.967946	-0.4358742	0.2738459	0.2738459
87000	-5.138898	1.077788	0.1224797	0.1224797
87100	-2.300302	-0.0965035	0.2399089	0.2399089
87200	-4.219246	0.8292852	0.14733	0.14733
87300	-1.757768	-0.8139557	0.3116541	0.3116541
87400	-1.817557	-0.6743454	0.2976931	0.2976931
87500	-2.522225	0.07008359	0.2232502	0.2232502
87600	-2.850349	0.2709808	0.2031604	0.2031604
87700	-2.961695	0.3304725	0.1972113	0.1972113
87800	-2.419966	-0.002756194	0.2305341	0.2305341
87900	-1.80726	-0.6953874	0.2997973	0.2997973
88000	-1.713767	-0.9704841	0.3273069	0.3273069
88100	-2.187688	-0.1954939	0.2498079	0.2498079
88200	-2.16612	-0.215928	0.2518513	0.2518513
88300	-3.183565	0.4390995	0.1863486	0.1863486
88400	-1.737006	-0.8776291	0.3180214	0.3180214
88500	-4.072689	0.7827436	0.1519842	0.1519842
88600	-3.34006	0.5090323	0.1793553	0.1793553
88700	-4.13337	0.8022903	0.1500295	0.1500295
88800	-1.706924	-1.006655	0.330924	0.330924
88900	-1.809164	-0.6914238	0.2994009	0.2994009
89000	-1.803215	-0.7039246	0.300651	0.300651
89100	-2.073215	-0.3107634	0.2613349	0.2613349
89200	-1.867284	-0.5837254	0.288631	0.288631
89300	-1.913144	-0.5118078	0.2814393	0.2814393
89400	-3.450716	0.5556276	0.1746957	0.1746957
89500	-1.726755	-0.9146374	0.3217222	0.3217222
89600	-4.41146	0.887052	0.1415533	0.1415533
89700	-2.146871	-0.2346278	0.2537213	0.2537213
89800	-2.281844	-0.1119316	0.2414517	0.2414517
89900	-2.36808	-0.04215481	0.234474	0.234474
90000	-3.23078	0.4607301	0.1841855	0.1841855
90100	-1.914696	-0.5095236	0.2812109	0.2812109
90200	-1.691198	-1.161885	0.346447	0.346447
90300	-1.742763	-0.8586995	0.3161285	0.3161285
90400	-2.010981	-0.3819492	0.2684534	0.2684534
90500	-1.892819	-0.542573	0.2845158	0.2845158
90600	-4.01303	0.7631285	0.1539457	0.1539457
90700	-3.593443	0.6126267	0.1689958	0.1689958
90800	-1.702757	-1.364597	0.3667182	0.3667182
90900	-1.733063	-0.8913078	0.3193893	0.3193893
91000	-1.864771	-0.5879451	0.289053	0.289053
91100	-3.812805	-3.487061	0.5789646	0.5789646
91200	-2.633755	0.1433475	0.2159238	0.2159238
91300	-1.848818	-0.6155416	0.2918127	0.2918127
91400	-1.753326	-1.58074	0.3883325	0.3883325
91500	-1.865193	-0.5872339	0.2889819	0.2889819
91600	-2.772903	0.2273029	0.2075282	0.2075282
91700	-2.548446	0.08784462	0.221474	0.221474
91800	-3.017043	0.3587308	0.1943854	0.1943854
91900	-1.730786	-1.503341	0.3805926	0.3805926
92000	-3.377147	0.5248972	0.1777688	0.1777688
92100	-3.596682	0.6138823	0.1688703	0.1688703
92200	-1.858377	-0.5988352	0.290142	0.290142
92300	-4.123154	0.7990275	0.1503558	0.1503558
92400	-3.665548	0.6402053	0.166238	0.166238
92500	-1.939482	-0.4741584	0.2776744	0.2776744
92600	-1.691479	-1.153838	0.3456423	0.3456423
92700	-4.555229	0.9280422	0.1374543	0.1374543
92800	-1.700329	-1.346802	0.3649387	0.3649387
92900	-1.96197	-2.004925	0.430751	0.430751
93000	-1.732237	-0.8942562	0.3196841	0.3196841
93100	-1.727598	-0.9114037	0.3213989	0.3213989
93200	-2.891435	0.2933648	0.200922	0.200922
93300	-2.03872	-0.3493302	0.2651915	0.2651915
93400	-2.885131	0.2899641	0.2012621	0.2012621
93500	-3.293932	0.4889337	0.1813651	0.1813651
93600	-1.719071	-1.454399	0.3756984	0.3756984
93700	-1.752269	-1.57745	0.3880036	0.3880036
93800	-2.884495	0.2896204	0.2012965	0.2012965
93900	-1.886715	-0.5521409	0.2854726	0.2854726
94000	-1.699584	-1.055705	0.335829	0.335829
94100	-2.306453	-0.09142446	0.239401	0.239401
94200	-1.971776	-0.4308926	0.2733478	0.2733478
94300	-1.907753	-0.5198129	0.2822398	0.2822398
94400	-1.71633	-1.44158	0.3744165	0.3744165
94500	-2.845942	0.2685482	0.2034037	0.2034037
94600	-4.880703	1.014596	0.1287989	0.1287989
94700	-1.785186	-0.7441107	0.3046696	0.3046696
94800	-1.705346	-1.016048	0.3318634	0.3318634
94900	-2.235779	-0.15174	0.2454325	0.2454325
95000	-1.765367	-1.616447	0.3919032	0.3919032
95100	-1.811349	-1.731966	0.4034551	0.4034551
95200	-2.127538	-0.2538781	0.2556463	0.2556463
95300	-1.960343	-0.4458772	0.2748462	0.2748462
95400	-1.699863	-1.343145	0.364573	0.364573
95500	-1.746187	-1.557968	0.3860553	0.3860553
95600	-1.902841	-0.5272009	0.2829786	0.2829786
95700	-2.827193	0.2581301	0.2044455	0.2044455
95800	-2.222786	-0.1633277	0.2465913	0.2465913
95900	-5.815222	1.224253	0.1078333	0.1078333
96000	-3.115661	0.4071242	0.1895461	0.1895461
96100	-1.69068	-1.188091	0.3490677	0.3490677
96200	-2.205468	-0.1790378	0.2481623	0.2481623
96300	-1.872298	-1.855559	0.4158144	0.4158144
96400	-1.819599	-0.6702812	0.2972866	0.2972866
96500	-1.711904	-0.9797166	0.3282302	0.3282302
96600	-2.321559	-0.07908099	0.2381666	0.2381666
96700	-3.595631	0.6134751	0.168911	0.168911
96800	-2.926812	0.3122281	0.1990357	0.1990357
96900	-1.921044	-0.5002693	0.2802854	0.2802854
97000	-2.938627	0.3184463	0.1984139	0.1984139
97100	-3.700501	0.6532986	0.1649286	0.1649286
97200	-1.760964	-0.8051244	0.3107709	0.3107709
97300	-1.88885	-0.548776	0.2851361	0.2851361
97400	-2.669643	0.1657332	0.2136852	0.2136852
97500	-2.929691	0.3137469	0.1988838	0.1988838
97600	-3.684842	0.6474547	0.165513	0.165513
97700	-2.676898	0.1701935	0.2132392	0.2132392
97800	-2.136111	-0.2452815	0.2547867	0.2547867
97900	-1.843821	-0.6244905	0.2927076	0.2927076
98000	-1.875313	-0.5704552	0.287304	0.287304
98100	-1.70067	-1.047407	0.3349992	0.3349992
98200	-2.031003	-0.3582523	0.2660837	0.2660837
98300	-1.730955	-0.8988897	0.3201475	0.3201475
98400	-2.612996	0.1301467	0.2172438	0.2172438
98500	-1.927919	-0.4904025	0.2792988	0.2792988
98600	-1.767302	-0.788212	0.3090797	0.3090797
98700	-1.866634	-0.5848131	0.2887398	0.2887398
98800	-3.153514	0.4250779	0.1877507	0.1877507
98900	-1.714242	-0.9681921	0.3270777	0.3270777
99000	-1.717002	-1.444783	0.3747368	0.3747368
99100	-1.878238	-1.866435	0.416902	0.416902
99200	-2.37619	-0.03587761	0.2338463	0.2338463
99300	-2.108359	-0.2734702	0.2576055	0.2576055
99400	-1.772137	-1.635289	0.3937874	0.3937874
99500	-3.586096	0.6097724	0.1692813	0.1692813
99600	-2.230739	-0.1562151	0.24588	0.24588
99700	-2.926371	0.311995	0.199059	0.199059
99800	-4.976966	1.038685	0.12639	0.12639
99900	-1.772887	-0.7739085	0.3076494	0.3076494
100000	-3.267075	0.4770385	0.1825547	0.1825547
100100	-2.440931	0.01267224	0.2289913	0.2289913
100200	-1.925168	-1.947069	0.4249654	0.4249654
100300	-3.786399	0.6847471	0.1617838	0.1617838
100400	-1.708239	-1.399175	0.370176	0.370176
100500	-1.906784	-1.916512	0.4219097	0.4219097
100600	-1.779495	-0.757628	0.3060213	0.3060213
100700	-2.415447	-0.006117712	0.2308703	0.2308703
100800	-1.786987	-0.7399238	0.3042509	0.3042509
100900	-2.198957	-0.1850243	0.2487609	0.2487609
101000	-2.348137	-0.05778966	0.2360375	0.2360375
101100	-1.952846	-0.4558971	0.2758482	0.2758482
101200	-2.779983	0.2313803	0.2071205	0.2071205
101300	-1.745581	-1.555973	0.3858558	0.3858558
101400	-4.36276	0.8727483	0.1429837	0.1429837
101500	-2.696392	0.1820748	0.212051	0.212051
101600	-1.702406	-1.03504	0.3337625	0.3337625
101700	-3.228019	0.4594784	0.1843107	0.1843107
101800	-1.692724	-1.1288	0.3431385	0.3431385
101900	-5.60071	1.180497	0.1122088	0.1122088
102000	-2.380787	-0.03233933	0.2334924	0.2334924
102100	-1.962871	-0.4425338	0.2745119	0.2745119
102200	-1.768729	-0.7845053	0.308709	0.308709
102300	-1.897846	-0.5348117	0.2837397	0.2837397
102400	-1.811161	-0.6873041	0.2989889	0.2989889
102500	-1.721415	-0.9360909	0.3238676	0.3238676
102600	-4.127119	0.8002951	0.150229	0.150229
102700	-3.773384	0.680047	0.1622538	0.1622538
102800	-1.866498	-0.585042	0.2887627	0.2887627
102900	-2.375353	-0.03652334	0.2339108	0.2339108
103000	-1.883036	-0.5579852	0.286057	0.286057
