Iteration	Likelihood	Prior	p	r
7600	-1.819028	-1.748993	0.4051578	0.4051578
7700	-3.525439	0.5858827	0.1716702	0.1716702
7800	-2.128256	-0.253154	0.2555739	0.2555739
7900	-1.91052	-0.5156908	0.2818276	0.2818276
8000	-4.445918	0.8970423	0.1405543	0.1405543
8100	-4.451086	0.8985312	0.1404054	0.1404054
8200	-2.080105	-0.3033016	0.2605887	0.2605887
8300	-2.378914	-0.033779	0.2336364	0.2336364
8400	-2.776073	0.2291304	0.2073455	0.2073455
8500	-4.075188	0.7835565	0.1519029	0.1519029
8600	-1.690808	-1.216873	0.3519458	0.3519458
8700	-3.273371	0.4798404	0.1822745	0.1822745
8800	-1.721239	-0.9368286	0.3239414	0.3239414
8900	-1.744048	-1.550872	0.3853457	0.3853457
9000	-1.702261	-1.036039	0.3338624	0.3338624
9100	-2.452711	0.02122414	0.2281361	0.2281361
9200	-2.157043	-2.262107	0.4564692	0.4564692
9300	-2.912842	-2.935193	0.5237778	0.5237778
9400	-1.726455	-0.9157966	0.3218382	0.3218382
9500	-1.854336	-1.821574	0.4124159	0.4124159
9600	-2.816432	0.2520991	0.2050486	0.2050486
9700	-1.932766	-0.4835415	0.2786127	0.2786127
9800	-2.939838	0.3190814	0.1983504	0.1983504
9900	-1.82077	-0.6679659	0.2970551	0.2970551
10000	-1.726411	-1.486009	0.3788595	0.3788595
10100	-1.750405	-1.571583	0.3874168	0.3874168
10200	-1.882034	-1.873299	0.4175884	0.4175884
10300	-1.733348	-0.890299	0.3192884	0.3192884
10400	-2.424922	0.0009151993	0.230167	0.230167
10500	-1.894377	-0.5401571	0.2842742	0.2842742
10600	-3.237386	0.4637189	0.1838866	0.1838866
10700	-2.885386	0.290102	0.2012483	0.2012483
10800	-1.868135	-1.847833	0.4150418	0.4150418
10900	-1.762346	-0.8013706	0.3103956	0.3103956
11000	-2.203129	-0.181183	0.2483768	0.2483768
11100	-4.203823	0.824493	0.1478092	0.1478092
11200	-3.717502	0.6596041	0.1642981	0.1642981
11300	-2.194947	-0.1887339	0.2491319	0.2491319
11400	-1.903565	-0.5261074	0.2828692	0.2828692
11500	-2.030885	-0.3583895	0.2660975	0.2660975
11600	-2.342277	-0.06243807	0.2365023	0.2365023
11700	-2.981411	0.3406339	0.1961951	0.1961951
11800	-1.694374	-1.105652	0.3408237	0.3408237
11900	-3.822553	0.6976849	0.16049	0.16049
12000	-1.871908	-1.85484	0.4157425	0.4157425
12100	-2.601517	0.1227657	0.2179819	0.2179819
12200	-1.783165	-0.7488608	0.3051446	0.3051446
12300	-2.016431	-0.3754174	0.2678003	0.2678003
12400	-2.962978	0.3311368	0.1971448	0.1971448
12500	-1.707107	-1.005593	0.3308178	0.3308178
12600	-2.131544	-0.2498492	0.2552434	0.2552434
12700	-2.768778	0.2249187	0.2077666	0.2077666
12800	-2.058831	-0.3265939	0.2629179	0.2629179
12900	-3.911039	0.7286392	0.1573946	0.1573946
13000	-2.591692	0.1164008	0.2186184	0.2186184
13100	-1.715225	-0.9635189	0.3266104	0.3266104
13200	-1.950828	-0.4586201	0.2761205	0.2761205
13300	-2.750225	0.2141222	0.2088463	0.2088463
13400	-1.691688	-1.148723	0.3451308	0.3451308
13500	-1.783658	-0.7476979	0.3050283	0.3050283
13600	-1.752266	-0.8296887	0.3132274	0.3132274
13700	-2.212622	-0.1725107	0.2475096	0.2475096
13800	-3.299257	0.491275	0.181131	0.181131
13900	-3.778747	0.6819865	0.1620599	0.1620599
14000	-2.103489	-2.197842	0.4500428	0.4500428
14100	-1.846148	-0.6203031	0.2922888	0.2922888
14200	-1.925571	-0.493755	0.279634	0.279634
14300	-2.879019	0.2866553	0.201593	0.201593
14400	-4.756044	0.9824104	0.1320175	0.1320175
14500	-2.636423	0.1450304	0.2157555	0.2157555
14600	-4.601436	0.9408405	0.1361745	0.1361745
14700	-2.987791	0.343899	0.1958686	0.1958686
14800	-4.595734	0.9392709	0.1363314	0.1363314
14900	-2.736166	0.2058575	0.2096728	0.2096728
15000	-2.204139	-2.315683	0.4618268	0.4618268
15100	-1.693294	-1.120009	0.3422594	0.3422594
15200	-7.093275	1.443878	0.08587076	0.08587076
15300	-1.728112	-0.9094497	0.3212035	0.3212035
15400	-2.014662	-0.3775308	0.2680116	0.2680116
15500	-4.599031	0.9401787	0.1362406	0.1362406
15600	-4.164165	0.812059	0.1490526	0.1490526
15700	-3.17347	0.4344116	0.1868174	0.1868174
15800	-1.717943	-0.9510859	0.3253671	0.3253671
15900	-1.85473	-0.6051455	0.2907731	0.2907731
16000	-1.766537	-1.619762	0.3922347	0.3922347
16100	-1.797496	-0.7162766	0.3018862	0.3018862
16200	-1.804355	-0.701503	0.3004088	0.3004088
16300	-1.716641	-0.9569595	0.3259545	0.3259545
16400	-1.848912	-0.6153744	0.2917959	0.2917959
16500	-2.527475	0.07366743	0.2228918	0.2228918
16600	-3.601309	0.6156733	0.1686912	0.1686912
16700	-2.023726	-0.3667714	0.2669356	0.2669356
16800	-2.911115	0.3039039	0.1998681	0.1998681
16900	-3.161721	0.4289273	0.1873658	0.1873658
17000	-2.105603	-0.2763277	0.2578913	0.2578913
17100	-1.713211	-0.9731946	0.327578	0.327578
17200	-1.964835	-0.4399486	0.2742534	0.2742534
17300	-2.618139	0.1334349	0.216915	0.216915
17400	-1.766135	-0.7912697	0.3093855	0.3093855
17500	-2.264838	-2.381277	0.4683862	0.4683862
17600	-3.568904	0.6030605	0.1699525	0.1699525
17700	-1.893271	-1.893236	0.4195821	0.4195821
17800	-1.879521	-0.563626	0.2866211	0.2866211
17900	-1.84843	-0.6162293	0.2918814	0.2918814
18000	-2.954641	0.3268108	0.1975774	0.1975774
18100	-1.708411	-0.9982135	0.3300799	0.3300799
18200	-1.705778	-1.384432	0.3687017	0.3687017
18300	-2.558917	0.09484093	0.2207744	0.2207744
18400	-1.708028	-1.397955	0.370054	0.370054
18500	-1.693718	-1.114065	0.341665	0.341665
18600	-1.893263	-0.5418837	0.2844469	0.2844469
18700	-1.717104	-1.445265	0.374785	0.374785
18800	-1.808413	-0.6929836	0.2995569	0.2995569
18900	-1.703703	-1.026392	0.3328977	0.3328977
19000	-2.205656	-0.1788655	0.2481451	0.2481451
19100	-2.660903	0.1603305	0.2142255	0.2142255
19200	-1.773118	-1.637957	0.3940542	0.3940542
19300	-1.782255	-0.7510181	0.3053603	0.3053603
19400	-3.205725	0.4493115	0.1853274	0.1853274
19500	-1.834883	-1.782649	0.4085234	0.4085234
19600	-1.755901	-0.8192164	0.3121801	0.3121801
19700	-1.727555	-1.490636	0.3793221	0.3793221
19800	-1.691271	-1.159624	0.3462209	0.3462209
19900	-1.821335	-1.754012	0.4056597	0.4056597
20000	-2.695039	0.1812548	0.212133	0.212133
20100	-6.124245	1.283407	0.1019178	0.1019178
20200	-1.831968	-0.6463707	0.2948956	0.2948956
20300	-4.107296	0.7939402	0.1508645	0.1508645
20400	-5.191668	1.090165	0.1212421	0.1212421
20500	-1.752336	-0.8294839	0.3132069	0.3132069
20600	-1.865363	-0.5869491	0.2889534	0.2889534
20700	-1.696031	-1.087238	0.3389823	0.3389823
20800	-2.64667	0.1514659	0.2151119	0.2151119
20900	-1.700937	-1.351452	0.3654037	0.3654037
21000	-2.102801	-0.2792438	0.2581829	0.2581829
21100	-1.711484	-1.417143	0.3719728	0.3719728
21200	-3.125825	0.4119778	0.1890607	0.1890607
21300	-1.691644	-1.149771	0.3452357	0.3452357
21400	-4.255212	0.8403667	0.1462218	0.1462218
21500	-1.797862	-0.7154763	0.3018061	0.3018061
21600	-1.73841	-0.8729059	0.3175491	0.3175491
21700	-3.238124	0.4640522	0.1838533	0.1838533
21800	-1.690656	-1.191582	0.3494167	0.3494167
21900	-1.693253	-1.274755	0.3577341	0.3577341
22000	-2.129724	-0.2516772	0.2554262	0.2554262
22100	-2.187756	-0.19543	0.2498015	0.2498015
22200	-2.107741	-0.27411	0.2576695	0.2576695
22300	-2.04522	-0.3419017	0.2644487	0.2644487
22400	-2.47649	0.0382403	0.2264345	0.2264345
22500	-1.690731	-1.211676	0.3514261	0.3514261
22600	-1.708711	-1.401886	0.3704471	0.3704471
22700	-6.001419	1.260417	0.1042169	0.1042169
22800	-1.89857	-0.5337031	0.2836288	0.2836288
22900	-4.356172	0.8707965	0.1431789	0.1431789
23000	-1.983764	-2.037392	0.4339977	0.4339977
23100	-3.193899	0.443875	0.185871	0.185871
23200	-3.688199	0.6487105	0.1653875	0.1653875
23300	-1.69173	-1.14777	0.3450355	0.3450355
23400	-1.889494	-0.5477641	0.2850349	0.2850349
23500	-4.568257	0.9316687	0.1370916	0.1370916
23600	-1.842846	-0.6262567	0.2928842	0.2928842
23700	-1.725638	-0.9189829	0.3221568	0.3221568
23800	-1.713933	-0.96968	0.3272265	0.3272265
23900	-3.412527	0.5397964	0.1762789	0.1762789
24000	-2.368941	-0.04148608	0.2344071	0.2344071
24100	-4.156599	0.8096683	0.1492917	0.1492917
24200	-1.717177	-1.445611	0.3748196	0.3748196
24300	-1.984606	-0.4144764	0.2717061	0.2717061
24400	-1.819858	-0.6697672	0.2972352	0.2972352
24500	-1.831067	-0.6480737	0.2950659	0.2950659
24600	-1.836459	-0.6379689	0.2940554	0.2940554
24700	-3.313364	0.4974508	0.1805134	0.1805134
24800	-2.597829	0.1203816	0.2182203	0.2182203
24900	-1.691282	-1.159319	0.3461904	0.3461904
25000	-2.696423	0.1820932	0.2120492	0.2120492
25100	-3.852483	0.7082662	0.1594319	0.1594319
25200	-1.829549	-0.6509555	0.2953541	0.2953541
25300	-1.920638	-0.5008566	0.2803442	0.2803442
25400	-2.776172	0.2291878	0.2073397	0.2073397
25500	-1.732299	-0.8940341	0.3196619	0.3196619
25600	-1.708905	-0.9954935	0.3298079	0.3298079
25700	-1.725896	-1.483901	0.3786486	0.3786486
25800	-2.384172	-0.02974356	0.2332329	0.2332329
25900	-2.109713	-0.2720696	0.2574655	0.2574655
26000	-2.705137	0.1873558	0.2115229	0.2115229
26100	-3.000774	0.3505098	0.1952075	0.1952075
26200	-4.197839	0.8226274	0.1479958	0.1479958
26300	-1.691094	-1.165393	0.3467978	0.3467978
26400	-3.253019	0.4707551	0.183183	0.183183
26500	-2.887299	0.2911349	0.201145	0.201145
26600	-1.930801	-1.956198	0.4258783	0.4258783
26700	-2.381512	-2.498351	0.4800936	0.4800936
26800	-1.694687	-1.293749	0.3596334	0.3596334
26900	-1.690684	-1.207278	0.3509864	0.3509864
27000	-1.730624	-1.502716	0.3805301	0.3805301
27100	-6.331997	1.320819	0.09817658	0.09817658
27200	-2.345776	-0.05965904	0.2362244	0.2362244
27300	-1.712479	-0.9768217	0.3279407	0.3279407
27400	-3.218171	0.4550005	0.1847585	0.1847585
27500	-2.379157	-0.0335922	0.2336177	0.2336177
27600	-2.498768	0.05389231	0.2248693	0.2248693
27700	-1.695467	-1.093137	0.3395722	0.3395722
27800	-2.160339	-0.2214961	0.2524081	0.2524081
27900	-1.745499	-0.8500826	0.3152668	0.3152668
28000	-1.893215	-0.5419578	0.2844543	0.2844543
28100	-1.892823	-0.5425663	0.2845151	0.2845151
28200	-3.048178	0.3742716	0.1928314	0.1928314
28300	-1.79798	-0.7152179	0.3017803	0.3017803
28400	-1.692584	-1.264085	0.356667	0.356667
28500	-2.256813	-0.1333231	0.2435908	0.2435908
28600	-2.543586	0.0845787	0.2218006	0.2218006
28700	-1.706996	-1.006233	0.3308818	0.3308818
28800	-1.980303	-0.4199371	0.2722522	0.2722522
28900	-3.372032	0.5227245	0.1779861	0.1779861
29000	-1.712746	-0.9754932	0.3278078	0.3278078
29100	-2.214948	-0.1704002	0.2472985	0.2472985
29200	-2.163422	-0.2185215	0.2521107	0.2521107
29300	-3.665623	0.6402336	0.1662352	0.1662352
29400	-2.147748	-0.2337656	0.2536351	0.2536351
29500	-1.713327	-0.9726269	0.3275212	0.3275212
29600	-3.974756	0.7503301	0.1552255	0.1552255
29700	-2.256706	-0.133416	0.2436001	0.2436001
29800	-1.691525	-1.152683	0.3455269	0.3455269
29900	-2.563003	0.09755687	0.2205028	0.2205028
30000	-2.185436	-0.1976027	0.2500188	0.2500188
30100	-1.711216	-0.9832268	0.3285812	0.3285812
30200	-1.959715	-0.4467113	0.2749296	0.2749296
30300	-2.335927	-0.0675046	0.237009	0.237009
30400	-1.898095	-0.5344302	0.2837015	0.2837015
30500	-1.800942	-0.7087919	0.3011377	0.3011377
30600	-3.35214	0.5142279	0.1788357	0.1788357
30700	-1.949624	-0.4602519	0.2762837	0.2762837
30800	-1.811243	-0.6871358	0.2989721	0.2989721
30900	-2.394834	-0.02161689	0.2324202	0.2324202
31000	-1.807159	-0.6955985	0.2998184	0.2998184
31100	-2.38813	-0.02671758	0.2329303	0.2329303
31200	-2.568076	-2.666619	0.4969204	0.4969204
31300	-8.280459	1.600315	0.07022699	0.07022699
31400	-2.409762	-0.01036472	0.231295	0.231295
31500	-1.777589	-0.762257	0.3064842	0.3064842
31600	-3.347988	0.5124452	0.179014	0.179014
31700	-1.726343	-0.9162314	0.3218816	0.3218816
31800	-2.669613	0.1657143	0.2136871	0.2136871
31900	-1.690691	-1.208052	0.3510637	0.3510637
32000	-2.043932	-0.3433674	0.2645953	0.2645953
32100	-3.312702	0.4971619	0.1805423	0.1805423
32200	-3.087879	0.3937334	0.1908852	0.1908852
32300	-2.163279	-0.2186592	0.2521244	0.2521244
32400	-1.711794	-0.9802727	0.3282858	0.3282858
32500	-1.692002	-1.25318	0.3555765	0.3555765
32600	-1.994465	-2.052902	0.4355487	0.4355487
32700	-2.43239	0.00641938	0.2296166	0.2296166
32800	-1.747623	-0.8435461	0.3146131	0.3146131
32900	-3.467999	0.562709	0.1739876	0.1739876
33000	-1.989387	-0.4084624	0.2711047	0.2711047
33100	-1.756982	-0.8161599	0.3118745	0.3118745
33200	-1.774352	-0.7702399	0.3072825	0.3072825
33300	-2.585987	0.112684	0.2189901	0.2189901
33400	-1.705541	-1.382947	0.3685532	0.3685532
33500	-4.86429	1.010424	0.1292161	0.1292161
33600	-2.394157	-0.02213086	0.2324716	0.2324716
33700	-1.692429	-1.261367	0.3563953	0.3563953
33800	-4.124634	0.7995009	0.1503084	0.1503084
33900	-2.179605	-0.2030893	0.2505674	0.2505674
34000	-2.794752	0.23983	0.2062755	0.2062755
34100	-1.733476	-0.8898436	0.3192429	0.3192429
34200	-2.633559	0.1432235	0.2159362	0.2159362
34300	-2.48343	0.04314595	0.2259439	0.2259439
34400	-2.133727	-0.2476628	0.2550248	0.2550248
34500	-1.737626	-0.8755352	0.317812	0.317812
34600	-1.696979	-1.318108	0.3620693	0.3620693
34700	-2.963965	0.3316482	0.1970937	0.1970937
34800	-3.563055	0.6007663	0.1701819	0.1701819
34900	-3.019387	0.3599094	0.1942676	0.1942676
35000	-1.905208	-1.913834	0.4216419	0.4216419
35100	-2.702762	0.1859242	0.2116661	0.2116661
35200	-2.621593	0.1356365	0.2166949	0.2166949
35300	-1.699966	-1.343959	0.3646544	0.3646544
35400	-2.945485	0.3220377	0.1980547	0.1980547
35500	-2.334991	-0.06825342	0.2370839	0.2370839
35600	-1.846087	-1.80536	0.4107945	0.4107945
35700	-1.80307	-0.7042325	0.3006818	0.3006818
35800	-2.131065	-0.2503297	0.2552915	0.2552915
35900	-1.824178	-0.6612913	0.2963876	0.2963876
36000	-2.222683	-0.1634206	0.2466006	0.2466006
36100	-3.76299	0.6762771	0.1626308	0.1626308
36200	-1.853416	-0.6074395	0.2910025	0.2910025
36300	-3.064686	0.3824112	0.1920174	0.1920174
36400	-1.690642	-1.196991	0.3499576	0.3499576
36500	-5.000904	1.044576	0.1258009	0.1258009
36600	-1.809927	-1.728754	0.4031339	0.4031339
36700	-2.153519	-0.2281181	0.2530703	0.2530703
36800	-2.457816	0.02490522	0.227768	0.227768
36900	-2.544188	0.08498417	0.2217601	0.2217601
37000	-1.703008	-1.030968	0.3333553	0.3333553
37100	-1.956554	-0.4509216	0.2753507	0.2753507
37200	-3.593545	0.6126663	0.1689919	0.1689919
37300	-1.732373	-1.509396	0.3811981	0.3811981
37400	-1.700927	-1.351378	0.3653963	0.3653963
37500	-1.785251	-1.669737	0.3972322	0.3972322
37600	-1.852541	-0.6089717	0.2911557	0.2911557
37700	-2.222727	-0.1633815	0.2465967	0.2465967
37800	-3.168683	0.4321808	0.1870404	0.1870404
37900	-2.327564	-0.07422319	0.2376808	0.2376808
38000	-2.59004	0.115326	0.2187259	0.2187259
38100	-2.003729	-0.3907375	0.2693323	0.2693323
38200	-2.298193	-0.09825174	0.2400837	0.2400837
38300	-4.244751	0.8371568	0.1465428	0.1465428
38400	-2.323222	-0.07773268	0.2380318	0.2380318
38500	-4.069358	0.7816588	0.1520926	0.1520926
38600	-1.696055	-1.308914	0.3611499	0.3611499
38700	-2.064646	-0.3201523	0.2622737	0.2622737
38800	-2.44583	0.01623881	0.2286346	0.2286346
38900	-2.400847	-0.01706673	0.2319652	0.2319652
39000	-4.225095	0.8310963	0.1471489	0.1471489
39100	-2.843457	0.2671743	0.2035411	0.2035411
39200	-4.151655	0.8081026	0.1494482	0.1494482
39300	-2.292633	-0.1028793	0.2405464	0.2405464
39400	-2.345242	-0.06008317	0.2362668	0.2362668
39500	-2.203539	-2.315016	0.4617601	0.4617601
39600	-1.708628	-1.401409	0.3703994	0.3703994
39700	-2.578792	0.1079756	0.2194609	0.2194609
39800	-3.178268	0.4366427	0.1865942	0.1865942
39900	-1.80945	-0.6908326	0.2993418	0.2993418
40000	-1.706175	-1.011052	0.3313637	0.3313637
40100	-1.694765	-1.100977	0.3403562	0.3403562
40200	-2.660855	0.160301	0.2142284	0.2142284
40300	-2.475486	0.03752811	0.2265057	0.2265057
40400	-2.894695	0.2951188	0.2007466	0.2007466
40500	-1.830766	-0.6486435	0.2951229	0.2951229
40600	-4.789414	0.9911392	0.1311446	0.1311446
40700	-2.254954	-0.1349343	0.2437519	0.2437519
40800	-2.004666	-0.3895956	0.2692181	0.2692181
40900	-2.054828	-0.3310623	0.2633647	0.2633647
41000	-2.407106	-0.01235612	0.2314941	0.2314941
41100	-2.954923	0.3269578	0.1975627	0.1975627
41200	-1.700268	-1.346331	0.3648916	0.3648916
41300	-2.014179	-2.080794	0.4383379	0.4383379
41400	-1.690727	-1.211378	0.3513963	0.3513963
41500	-2.340024	-0.06423228	0.2366817	0.2366817
41600	-4.370461	0.8750245	0.1427561	0.1427561
41700	-1.69135	-1.237636	0.3540221	0.3540221
41800	-1.719186	-0.94561	0.3248195	0.3248195
41900	-1.750184	-0.8358346	0.313842	0.313842
42000	-1.807008	-0.6959149	0.29985	0.29985
42100	-1.691899	-1.14405	0.3446636	0.3446636
42200	-1.756405	-0.8177882	0.3120373	0.3120373
42300	-1.693712	-1.114155	0.3416741	0.3416741
42400	-2.033666	-0.3551598	0.2657745	0.2657745
42500	-1.701372	-1.042284	0.3344869	0.3344869
42600	-1.737211	-0.876934	0.3179519	0.3179519
42700	-4.004698	0.7603571	0.1542228	0.1542228
42800	-1.701499	-1.041378	0.3343963	0.3343963
42900	-1.712624	-0.9761015	0.3278687	0.3278687
43000	-1.739914	-1.536747	0.3839332	0.3839332
43100	-1.9033	-0.526507	0.2829092	0.2829092
43200	-2.436121	0.009156261	0.2293429	0.2293429
43300	-1.691207	-1.161607	0.3464192	0.3464192
43400	-5.566617	1.173325	0.112926	0.112926
43500	-3.709591	0.6566751	0.164591	0.164591
43600	-3.645486	0.6326102	0.1669975	0.1669975
43700	-1.99155	-0.4057592	0.2708344	0.2708344
43800	-3.257161	0.4726113	0.1829974	0.1829974
43900	-1.69109	-1.229392	0.3531977	0.3531977
44000	-3.696896	0.6519564	0.1650629	0.1650629
44100	-2.008736	-2.073179	0.4375764	0.4375764
44200	-2.707299	0.1886566	0.2113929	0.2113929
44300	-1.722655	-0.9309492	0.3233534	0.3233534
44400	-2.300675	-0.09619479	0.239878	0.239878
44500	-2.523303	0.07082014	0.2231765	0.2231765
44600	-2.647835	0.1521942	0.2150391	0.2150391
44700	-1.72408	-0.9251649	0.322775	0.322775
44800	-3.015344	0.3578753	0.194471	0.194471
44900	-1.834945	-0.6407852	0.294337	0.294337
45000	-2.459827	0.02635109	0.2276234	0.2276234
45100	-1.894269	-0.5403235	0.2842909	0.2842909
45200	-1.713105	-0.9737181	0.3276303	0.3276303
45300	-2.970802	0.3351793	0.1967406	0.1967406
45400	-2.108046	-0.2737942	0.2576379	0.2576379
45500	-1.913556	-0.5112015	0.2813787	0.2813787
45600	-1.822698	-0.664179	0.2966764	0.2966764
45700	-2.106385	-0.275515	0.25781	0.25781
45800	-1.69074	-1.212418	0.3515003	0.3515003
45900	-1.70323	-1.367855	0.367044	0.367044
46000	-1.920984	-0.5003561	0.2802941	0.2802941
46100	-1.9877	-0.4105782	0.2713163	0.2713163
46200	-2.362023	-0.04687302	0.2349458	0.2349458
46300	-3.001065	0.3506577	0.1951927	0.1951927
46400	-1.754577	-1.584598	0.3887183	0.3887183
46500	-1.794041	-0.7239103	0.3026495	0.3026495
46600	-1.707025	-1.006066	0.3308651	0.3308651
46700	-1.697876	-1.326403	0.3628988	0.3628988
46800	-6.598102	1.366213	0.09363725	0.09363725
46900	-2.882204	0.288381	0.2014204	0.2014204
47000	-1.761955	-0.8024272	0.3105012	0.3105012
47100	-2.026798	-2.098215	0.44008	0.44008
47200	-1.76509	-0.7940269	0.3096612	0.3096612
47300	-2.688761	0.1774417	0.2125143	0.2125143
47400	-1.786797	-0.740364	0.3042949	0.3042949
47500	-3.053827	0.3770644	0.1925521	0.1925521
47600	-3.062869	0.3815186	0.1921066	0.1921066
47700	-1.690865	-1.219972	0.3522557	0.3522557
47800	-1.710588	-1.412327	0.3714912	0.3714912
47900	-2.902534	0.2993227	0.2003262	0.2003262
48000	-3.307855	0.4950439	0.1807541	0.1807541
48100	-2.77056	0.2259497	0.2076635	0.2076635
48200	-2.318123	-0.08187278	0.2384458	0.2384458
48300	-2.006776	-0.3870307	0.2689616	0.2689616
48400	-2.088766	-0.2940289	0.2596614	0.2596614
48500	-3.362814	0.5187963	0.1783789	0.1783789
48600	-2.70375	0.1865198	0.2116065	0.2116065
48700	-1.708908	-0.9954769	0.3298062	0.3298062
48800	-2.524844	0.07187323	0.2230712	0.2230712
48900	-4.285346	0.8495524	0.1453033	0.1453033
49000	-1.737944	-1.529812	0.3832397	0.3832397
49100	-3.558025	0.5987891	0.1703796	0.1703796
49200	-2.197585	-0.1862918	0.2488877	0.2488877
49300	-1.991062	-0.4063679	0.2708953	0.2708953
49400	-3.195279	0.4445108	0.1858074	0.1858074
49500	-1.692046	-1.254085	0.355667	0.355667
49600	-2.020837	-0.3701827	0.2672768	0.2672768
49700	-1.705741	-1.01365	0.3316235	0.3316235
49800	-2.21906	-0.1666823	0.2469267	0.2469267
49900	-5.425254	1.142917	0.1159669	0.1159669
50000	-2.861462	0.277087	0.2025498	0.2025498
50100	-1.697271	-1.075289	0.3377874	0.3377874
50200	-1.693699	-1.281118	0.3583703	0.3583703
50300	-2.691215	0.178934	0.2123651	0.2123651
50400	-2.564164	0.09832691	0.2204258	0.2204258
50500	-3.511653	0.5803709	0.1722214	0.1722214
50600	-1.754745	-0.822514	0.3125099	0.3125099
50700	-1.792134	-1.686886	0.3989471	0.3989471
50800	-2.93698	0.3175822	0.1985003	0.1985003
50900	-1.909903	-0.5166077	0.2819193	0.2819193
51000	-2.558511	0.09457087	0.2208014	0.2208014
51100	-2.085914	-0.2970693	0.2599654	0.2599654
51200	-1.868657	-0.5814341	0.2884019	0.2884019
51300	-1.982175	-0.4175557	0.2720141	0.2720141
51400	-2.07377	-0.3101594	0.2612745	0.2612745
