Iteration	Likelihood	Prior	p	r
3900	-3.125386	0.4117688	0.1890816	0.1890816
4000	-2.439947	0.01195453	0.2290631	0.2290631
4100	-2.115641	-0.2659708	0.2568556	0.2568556
4200	-2.128186	-0.2532244	0.255581	0.255581
4300	-2.040951	-0.3467709	0.2649356	0.2649356
4400	-4.68791	0.9643236	0.1338261	0.1338261
4500	-1.94431	-0.4675004	0.2770086	0.2770086
4600	-1.96774	-0.4361431	0.2738728	0.2738728
4700	-2.821613	0.2550078	0.2047577	0.2047577
4800	-1.808891	-0.691991	0.2994576	0.2994576
4900	-2.427568	0.002869245	0.2299716	0.2299716
5000	-1.744251	-0.8539855	0.3156571	0.3156571
5100	-1.690646	-1.200431	0.3503016	0.3503016
5200	-1.690672	-1.205691	0.3508276	0.3508276
5300	-2.252946	-0.1366785	0.2439264	0.2439264
5400	-1.770176	-0.7807859	0.3083371	0.3083371
5500	-4.090035	0.7883719	0.1514213	0.1514213
5600	-1.939848	-1.970643	0.4273228	0.4273228
5700	-2.179766	-2.288273	0.4590858	0.4590858
5800	-1.706119	-1.011385	0.331397	0.331397
5900	-1.998811	-0.3967629	0.2699348	0.2699348
6000	-2.000552	-0.3946237	0.2697209	0.2697209
6100	-2.227378	-2.341226	0.4643811	0.4643811
6200	-3.071745	0.3858712	0.1916714	0.1916714
6300	-1.692275	-1.258531	0.3561116	0.3561116
6400	-2.836075	0.2630798	0.2039505	0.2039505
6500	-4.350579	0.869136	0.1433449	0.1433449
6600	-1.783833	-0.7472847	0.304987	0.304987
6700	-2.072166	-0.3119062	0.2614491	0.2614491
6800	-2.420121	-0.002641179	0.2305226	0.2305226
6900	-1.976352	-0.4249905	0.2727576	0.2727576
7000	-2.234266	-0.1530811	0.2455666	0.2455666
7100	-3.356135	0.5159405	0.1786645	0.1786645
7200	-1.910837	-0.5152206	0.2817806	0.2817806
7300	-1.693962	-1.284652	0.3587237	0.3587237
7400	-2.378557	-0.03405424	0.2336639	0.2336639
7500	-3.229125	0.4599803	0.1842605	0.1842605
7600	-3.274036	0.4801356	0.1822449	0.1822449
7700	-2.847574	0.2694499	0.2033135	0.2033135
7800	-1.934765	-0.4807343	0.2783319	0.2783319
7900	-1.748016	-0.8423532	0.3144938	0.3144938
8000	-3.32515	0.5025806	0.1800004	0.1800004
8100	-1.711977	-1.41975	0.3722335	0.3722335
8200	-1.712796	-0.9752464	0.3277831	0.3277831
8300	-4.768182	0.9855951	0.131699	0.131699
8400	-3.19758	0.4455703	0.1857015	0.1857015
8500	-2.046505	-0.3404423	0.2643027	0.2643027
8600	-2.134143	-0.2472465	0.2549832	0.2549832
8700	-3.013864	0.3571297	0.1945455	0.1945455
8800	-2.413547	-0.007534557	0.231012	0.231012
8900	-2.463352	0.02887933	0.2273706	0.2273706
9000	-1.803398	-0.7035348	0.300612	0.300612
9100	-1.76524	-0.7936319	0.3096217	0.3096217
9200	-2.125622	-0.2558121	0.2558397	0.2558397
9300	-3.435419	0.549317	0.1753268	0.1753268
9400	-2.560509	0.09590026	0.2206685	0.2206685
9500	-1.865029	-0.5875111	0.2890096	0.2890096
9600	-1.881955	-0.5597136	0.2862299	0.2862299
9700	-4.25578	0.8405408	0.1462044	0.1462044
9800	-2.089965	-0.2927544	0.2595339	0.2595339
9900	-2.466835	0.0313708	0.2271214	0.2271214
10000	-2.052549	-2.132801	0.4435387	0.4435387
10100	-3.743389	0.6691278	0.1633457	0.1633457
10200	-1.707018	-1.006106	0.3308691	0.3308691
10300	-3.714142	0.6583615	0.1644224	0.1644224
10400	-3.080422	0.3901077	0.1912477	0.1912477
10500	-2.35683	-0.05093935	0.2353524	0.2353524
10600	-2.012588	-0.3800164	0.2682601	0.2682601
10700	-1.883234	-0.5576684	0.2860253	0.2860253
10800	-2.295848	-0.1002006	0.2402786	0.2402786
10900	-1.770585	-1.631039	0.3933624	0.3933624
11000	-1.741637	-0.8623132	0.3164898	0.3164898
11100	-1.703552	-1.370033	0.3672618	0.3672618
11200	-1.74775	-0.8431617	0.3145747	0.3145747
11300	-1.733176	-0.8909068	0.3193492	0.3193492
11400	-2.762016	0.220998	0.2081587	0.2081587
11500	-1.71021	-1.410267	0.3712853	0.3712853
11600	-2.031382	-2.104464	0.4407049	0.4407049
11700	-4.122547	0.7988333	0.1503752	0.1503752
11800	-1.725549	-1.482472	0.3785057	0.3785057
11900	-3.718255	0.6598828	0.1642702	0.1642702
12000	-2.242578	-0.145741	0.2448326	0.2448326
12100	-2.225775	-0.1606477	0.2463233	0.2463233
12200	-1.698869	-1.061451	0.3364036	0.3364036
12300	-2.23911	-0.1487959	0.2451381	0.2451381
12400	-1.738609	-0.8722407	0.3174826	0.3174826
12500	-1.743043	-0.8578072	0.3160392	0.3160392
12600	-1.696116	-1.086379	0.3388964	0.3388964
12700	-2.401397	-0.01665213	0.2319237	0.2319237
12800	-1.836367	-0.6381403	0.2940725	0.2940725
12900	-1.700292	-1.34652	0.3649105	0.3649105
13000	-2.155106	-0.2265724	0.2529157	0.2529157
13100	-1.695285	-1.095113	0.3397698	0.3397698
13200	-1.690711	-1.184815	0.34874	0.34874
13300	-1.998844	-0.3967229	0.2699308	0.2699308
13400	-1.822362	-0.6648377	0.2967423	0.2967423
13500	-1.808074	-0.6936888	0.2996274	0.2996274
13600	-1.697058	-1.077257	0.3379842	0.3379842
13700	-1.873726	-0.5730537	0.2875639	0.2875639
13800	-2.274242	-0.1183701	0.2420955	0.2420955
13900	-2.339494	-0.06465462	0.236724	0.236724
14000	-2.010402	-0.3826466	0.2685232	0.2685232
14100	-1.737298	-0.8766412	0.3179226	0.3179226
14200	-2.490872	0.04837609	0.2254209	0.2254209
14300	-1.776653	-0.7645486	0.3067134	0.3067134
14400	-1.733006	-1.511784	0.3814369	0.3814369
14500	-2.238275	-0.1495325	0.2452118	0.2452118
14600	-2.287316	-0.1073282	0.2409913	0.2409913
14700	-3.038814	0.3696238	0.1932961	0.1932961
14800	-5.304701	1.116095	0.118649	0.118649
14900	-2.257837	-0.1324374	0.2435022	0.2435022
15000	-2.900332	0.2981437	0.2004441	0.2004441
15100	-1.996341	-0.3998099	0.2702395	0.2702395
15200	-1.722308	-0.9323747	0.323496	0.323496
15300	-1.718071	-0.9505162	0.3253101	0.3253101
15400	-1.720855	-0.9384466	0.3241032	0.3241032
15500	-3.851937	0.7080742	0.1594511	0.1594511
15600	-1.898059	-1.901567	0.4204152	0.4204152
15700	-3.576707	0.6061125	0.1696473	0.1696473
15800	-3.372336	0.5228538	0.1779731	0.1779731
15900	-2.065905	-2.150265	0.4452851	0.4452851
16000	-1.729194	-1.497145	0.379973	0.379973
16100	-1.749067	-0.8391774	0.3141763	0.3141763
16200	-1.734411	-0.8865607	0.3189146	0.3189146
16300	-2.041935	-0.3456459	0.2648231	0.2648231
16400	-2.018748	-0.3726596	0.2675245	0.2675245
16500	-2.676995	0.1702532	0.2132332	0.2132332
16600	-1.951474	-1.988837	0.4291422	0.4291422
16700	-3.394453	0.5322133	0.1770372	0.1770372
16800	-1.752799	-0.8281328	0.3130718	0.3130718
16900	-3.133106	0.4154395	0.1887146	0.1887146
17000	-2.396305	-0.02050133	0.2323086	0.2323086
17100	-1.976676	-2.026966	0.4329551	0.4329551
17200	-1.729005	-1.496403	0.3798988	0.3798988
17300	-1.716973	-0.9554447	0.325803	0.325803
17400	-2.163704	-0.2182506	0.2520836	0.2520836
17500	-3.369995	0.521858	0.1780727	0.1780727
17600	-1.701047	-1.044634	0.3347219	0.3347219
17700	-1.765983	-1.618195	0.392078	0.392078
17800	-1.723823	-0.9261951	0.322878	0.322878
17900	-1.690986	-1.169446	0.3472031	0.3472031
18000	-1.759014	-0.8104861	0.3113071	0.3113071
18100	-2.472112	0.03513168	0.2267453	0.2267453
18200	-3.341787	0.5097768	0.1792808	0.1792808
18300	-3.771648	0.6794182	0.1623167	0.1623167
18400	-2.396116	-0.02064474	0.232323	0.232323
18500	-2.604886	0.1249382	0.2177647	0.2177647
18600	-2.862812	-2.898896	0.5201481	0.5201481
18700	-1.730209	-0.9016246	0.320421	0.320421
18800	-1.831007	-0.6481874	0.2950772	0.2950772
18900	-3.13899	0.4182285	0.1884357	0.1884357
19000	-1.817941	-1.746614	0.4049199	0.4049199
19100	-2.407479	-0.01207603	0.2314661	0.2314661
19200	-2.743768	0.2103351	0.209225	0.209225
19300	-2.084268	-2.173788	0.4476373	0.4476373
19400	-2.689259	0.1777448	0.212484	0.212484
19500	-1.690696	-1.186256	0.3488841	0.3488841
19600	-1.852849	-0.6084306	0.2911016	0.2911016
19700	-2.141705	-2.244089	0.4546674	0.4546674
19800	-3.787596	0.6851781	0.1617407	0.1617407
19900	-1.836598	-1.78618	0.4088765	0.4088765
20000	-1.787434	-0.7388918	0.3041477	0.3041477
20100	-3.807599	0.6923545	0.1610231	0.1610231
20200	-4.183354	0.8180958	0.1484489	0.1484489
20300	-1.970739	-0.4322379	0.2734823	0.2734823
20400	-2.100234	-0.281926	0.2584511	0.2584511
20500	-2.721319	0.1970501	0.2105535	0.2105535
20600	-2.691296	0.1789835	0.2123602	0.2123602
20700	-1.936914	-0.4777301	0.2780315	0.2780315
20800	-1.696181	-1.085727	0.3388312	0.3388312
20900	-2.378936	-0.03376212	0.2336347	0.2336347
21000	-2.110288	-0.2714763	0.2574061	0.2574061
21100	-2.057407	-0.3281796	0.2630765	0.2630765
21200	-1.937003	-0.477606	0.2780191	0.2780191
21300	-1.699515	-1.340357	0.3642942	0.3642942
21400	-3.924516	0.733268	0.1569317	0.1569317
21500	-1.791112	-1.684376	0.3986961	0.3986961
21600	-1.909114	-0.5177822	0.2820367	0.2820367
21700	-2.13792	-0.2434803	0.2546065	0.2546065
21800	-3.11182	0.4052841	0.1897301	0.1897301
21900	-6.450625	1.341393	0.09611917	0.09611917
22000	-1.821673	-0.6661894	0.2968775	0.2968775
22100	-2.894098	0.2947974	0.2007788	0.2007788
22200	-1.732779	-0.8923168	0.3194902	0.3194902
22300	-3.146579	-3.095252	0.5397837	0.5397837
22400	-4.800633	0.9940552	0.130853	0.130853
22500	-3.478746	0.5670869	0.1735498	0.1735498
22600	-1.788724	-1.678462	0.3981047	0.3981047
22700	-2.350045	-0.05628133	0.2358866	0.2358866
22800	-3.014563	0.3574821	0.1945103	0.1945103
22900	-2.384614	-0.02940476	0.233199	0.233199
23000	-4.140343	-3.654284	0.5956869	0.5956869
23100	-1.753035	-1.579837	0.3882422	0.3882422
23200	-2.067206	-2.151951	0.4454536	0.4454536
23300	-1.845197	-0.6220102	0.2924595	0.2924595
23400	-1.815576	-0.6783209	0.2980906	0.2980906
23500	-1.706487	-1.009206	0.3311791	0.3311791
23600	-3.346843	0.5119532	0.1790632	0.1790632
23700	-1.915433	-0.5084428	0.2811028	0.2811028
23800	-1.850489	-0.6125816	0.2915167	0.2915167
23900	-2.443952	-2.556956	0.4859541	0.4859541
24000	-4.582718	0.9356777	0.1366907	0.1366907
24100	-2.306915	-2.424752	0.4727337	0.4727337
24200	-2.404268	-0.01448903	0.2317074	0.2317074
24300	-1.767501	-0.7876921	0.3090277	0.3090277
24400	-2.080125	-0.3032801	0.2605865	0.2605865
24500	-2.930717	0.3142876	0.1988298	0.1988298
24600	-1.953806	-0.4546047	0.275719	0.275719
24700	-2.470643	0.03408668	0.2268498	0.2268498
24800	-4.581918	0.9354563	0.1367129	0.1367129
24900	-2.460578	0.02689017	0.2275695	0.2275695
25000	-1.95136	-0.4579012	0.2760486	0.2760486
25100	-2.03474	-0.3539172	0.2656502	0.2656502
25200	-1.702452	-1.362464	0.3665049	0.3665049
25300	-2.725262	0.1993972	0.2103188	0.2103188
25400	-2.190923	-0.192474	0.2495059	0.2495059
25500	-1.730096	-0.9020415	0.3204627	0.3204627
25600	-1.951114	-0.4582333	0.2760818	0.2760818
25700	-2.464709	0.02985094	0.2272734	0.2272734
25800	-2.203978	-0.1804033	0.2482988	0.2482988
25900	-1.839523	-0.6323172	0.2934902	0.2934902
26000	-2.592431	0.1168805	0.2185705	0.2185705
26100	-3.022638	0.3615419	0.1941043	0.1941043
26200	-3.001995	0.3511293	0.1951456	0.1951456
26300	-1.717538	-0.9528972	0.3255482	0.3255482
26400	-2.46239	0.02819008	0.2274395	0.2274395
26500	-2.441261	0.01291291	0.2289672	0.2289672
26600	-2.306491	-0.09139373	0.2393979	0.2393979
26700	-1.97742	-2.028066	0.4330651	0.4330651
26800	-1.692028	-1.253715	0.35563	0.35563
26900	-1.699066	-1.059842	0.3362427	0.3362427
27000	-3.319833	0.5002696	0.1802315	0.1802315
27100	-2.745131	0.211136	0.2091449	0.2091449
27200	-4.297519	0.8532379	0.1449347	0.1449347
27300	-2.198038	-0.1858729	0.2488458	0.2488458
27400	-2.494816	0.05113569	0.2251449	0.2251449
27500	-1.712427	-0.977083	0.3279668	0.3279668
27600	-2.162343	-0.219562	0.2522147	0.2522147
27700	-1.691374	-1.238297	0.3540882	0.3540882
27800	-3.249663	0.469249	0.1833336	0.1833336
27900	-1.75316	-0.8270832	0.3129668	0.3129668
28000	-2.400441	-0.01737374	0.2319959	0.2319959
28100	-5.371747	1.131116	0.1171469	0.1171469
28200	-2.388879	-0.02614612	0.2328731	0.2328731
28300	-2.445049	0.01567119	0.2286914	0.2286914
28400	-2.663203	0.1617556	0.2140829	0.2140829
28500	-2.034101	-0.3546563	0.2657241	0.2657241
28600	-2.978208	0.3389902	0.1963595	0.1963595
28700	-2.19457	-0.1890835	0.2491669	0.2491669
28800	-1.956223	-0.4513648	0.275395	0.275395
28900	-1.795891	-0.7198051	0.302239	0.302239
29000	-2.15741	-0.2243337	0.2526919	0.2526919
29100	-1.797263	-0.7167869	0.3019372	0.3019372
29200	-1.789889	-0.7332623	0.3035847	0.3035847
29300	-2.183831	-0.1991087	0.2501694	0.2501694
29400	-1.698368	-1.330746	0.3633331	0.3633331
29500	-2.020715	-0.3703262	0.2672911	0.2672911
29600	-1.759756	-0.8084373	0.3111022	0.3111022
29700	-1.811556	-1.732431	0.4035016	0.4035016
29800	-4.540413	0.9239008	0.1378684	0.1378684
29900	-3.677329	0.6446384	0.1657947	0.1657947
30000	-1.851174	-0.611373	0.2913958	0.2913958
30100	-2.592176	0.1167148	0.218587	0.218587
30200	-3.440626	0.5514698	0.1751115	0.1751115
30300	-2.797409	0.241342	0.2061243	0.2061243
30400	-2.403247	-0.01525805	0.2317843	0.2317843
30500	-4.155889	-3.661889	0.5964475	0.5964475
30600	-2.365708	-0.04399971	0.2346585	0.2346585
30700	-3.574115	0.6050998	0.1697485	0.1697485
30800	-1.933719	-0.4822009	0.2784786	0.2784786
30900	-1.702846	-1.032052	0.3334637	0.3334637
31000	-1.859885	-0.596246	0.2898831	0.2898831
31100	-1.702138	-1.036882	0.3339467	0.3339467
31200	-1.694025	-1.110029	0.3412614	0.3412614
31300	-1.691588	-1.243921	0.3546506	0.3546506
31400	-1.768457	-1.625147	0.3927732	0.3927732
31500	-3.663667	0.6394958	0.1663089	0.1663089
31600	-3.040812	0.370617	0.1931968	0.1931968
31700	-2.747413	0.2124748	0.209011	0.209011
31800	-1.902252	-0.5280933	0.2830678	0.2830678
31900	-2.397454	-0.01963178	0.2322217	0.2322217
32000	-2.400836	-0.0170755	0.2319661	0.2319661
32100	-1.752079	-0.8302357	0.3132821	0.3132821
32200	-3.300185	0.4916825	0.1810903	0.1810903
32300	-1.762399	-0.8012257	0.3103811	0.3103811
32400	-4.489064	0.9094021	0.1393183	0.1393183
32500	-2.565711	0.09935233	0.2203233	0.2203233
32600	-4.037913	0.7713584	0.1531227	0.1531227
32700	-2.932095	0.3150136	0.1987572	0.1987572
32800	-4.663622	0.9577885	0.1344797	0.1344797
32900	-1.770244	-0.7806105	0.3083196	0.3083196
33000	-3.460505	0.5596448	0.174294	0.174294
33100	-1.833075	-0.6442876	0.2946873	0.2946873
33200	-5.106575	1.070121	0.1232464	0.1232464
33300	-2.668964	0.1653142	0.2137271	0.2137271
33400	-2.647191	0.1517915	0.2150794	0.2150794
33500	-1.722289	-1.4687	0.3771285	0.3771285
33600	-1.693911	-1.283985	0.358657	0.358657
33700	-1.765364	-0.7933025	0.3095888	0.3095888
33800	-1.690764	-1.180768	0.3483353	0.3483353
33900	-2.126575	-0.2548503	0.2557435	0.2557435
34000	-1.958398	-0.448462	0.2751047	0.2751047
34100	-1.706522	-1.009	0.3311585	0.3311585
34200	-2.568911	0.1014692	0.2201116	0.2201116
34300	-3.004746	0.3525235	0.1950062	0.1950062
34400	-3.754963	0.6733556	0.1629229	0.1629229
34500	-1.722728	-1.470593	0.3773179	0.3773179
34600	-2.473176	0.03588835	0.2266697	0.2266697
34700	-1.948944	-0.4611744	0.2763759	0.2763759
34800	-3.603225	0.6164141	0.1686171	0.1686171
34900	-1.700208	-1.050882	0.3353467	0.3353467
35000	-1.822349	-1.756204	0.4058789	0.4058789
35100	-2.096642	-0.2856953	0.258828	0.258828
35200	-1.736766	-0.8784443	0.3181029	0.3181029
35300	-2.519064	0.06791858	0.2234667	0.2234667
35400	-2.150976	-0.2306019	0.2533187	0.2533187
35500	-2.172742	-0.2095972	0.2512182	0.2512182
35600	-1.700969	-1.045202	0.3347787	0.3347787
35700	-2.023743	-0.3667505	0.2669336	0.2669336
35800	-1.946408	-0.4646282	0.2767213	0.2767213
35900	-2.449156	0.01865218	0.2283933	0.2283933
36000	-1.692116	-1.255477	0.3558062	0.3558062
36100	-1.840673	-0.6302107	0.2932796	0.2932796
36200	-1.697895	-1.32658	0.3629165	0.3629165
36300	-1.764904	-1.615127	0.3917712	0.3917712
36400	-5.072249	1.061904	0.1240682	0.1240682
36500	-1.706758	-1.390434	0.369302	0.369302
36600	-1.691874	-1.144592	0.3447177	0.3447177
36700	-2.103926	-0.2780714	0.2580656	0.2580656
36800	-1.976623	-2.026888	0.4329473	0.4329473
36900	-1.790162	-1.682033	0.3984618	0.3984618
37000	-4.127203	0.8003219	0.1502263	0.1502263
37100	-1.775245	-0.7680209	0.3070606	0.3070606
37200	-2.190196	-0.1931515	0.2495737	0.2495737
37300	-1.855427	-0.6039333	0.2906518	0.2906518
37400	-1.694966	-1.29703	0.3599615	0.3599615
37500	-1.915761	-0.5079613	0.2810546	0.2810546
37600	-1.694627	-1.102603	0.3405188	0.3405188
37700	-1.805913	-1.71959	0.4022175	0.4022175
37800	-1.748256	-0.8416253	0.314421	0.314421
37900	-2.330331	-0.07199468	0.237458	0.237458
38000	-1.812792	-0.6839658	0.2986551	0.2986551
38100	-2.590343	0.1155229	0.2187062	0.2187062
38200	-1.833045	-0.6443433	0.2946928	0.2946928
38300	-1.780769	-1.658242	0.3960827	0.3960827
38400	-1.852616	-0.6088392	0.2911424	0.2911424
38500	-3.920845	0.7320093	0.1570576	0.1570576
38600	-2.348462	-0.05753226	0.2360117	0.2360117
38700	-1.694463	-1.10456	0.3407145	0.3407145
38800	-1.712149	-0.9784754	0.328106	0.328106
38900	-2.473613	0.03619858	0.2266387	0.2266387
39000	-2.460092	0.026541	0.2276044	0.2276044
39100	-2.360438	-0.0481124	0.2350697	0.2350697
39200	-4.289207	0.8507229	0.1451862	0.1451862
39300	-4.432839	0.893263	0.1409322	0.1409322
39400	-1.705533	-1.014906	0.3317491	0.3317491
39500	-3.270395	0.478517	0.1824068	0.1824068
39600	-1.978443	-2.029578	0.4332163	0.4332163
39700	-3.24611	0.4676516	0.1834934	0.1834934
39800	-1.96927	-0.4341479	0.2736733	0.2736733
39900	-1.80912	-0.6915153	0.29941	0.29941
40000	-1.947911	-0.4625796	0.2765165	0.2765165
40100	-1.690646	-1.200423	0.3503008	0.3503008
40200	-2.530375	0.07564108	0.2226944	0.2226944
40300	-2.429012	0.00393377	0.2298651	0.2298651
40400	-3.505277	0.5778109	0.1724774	0.1724774
40500	-2.73393	0.2045364	0.2098049	0.2098049
40600	-2.287525	-0.1071528	0.2409738	0.2409738
40700	-2.205498	-0.1790094	0.2481595	0.2481595
40800	-1.696754	-1.080116	0.3382701	0.3382701
40900	-2.624128	0.1372489	0.2165336	0.2165336
41000	-2.085063	-0.2979794	0.2600564	0.2600564
41100	-1.758131	-1.595359	0.3897944	0.3897944
41200	-1.704802	-1.019405	0.332199	0.332199
41300	-1.842052	-1.797275	0.409986	0.409986
41400	-1.696849	-1.079218	0.3381803	0.3381803
41500	-3.832696	0.7012837	0.1601301	0.1601301
41600	-2.138257	-0.2431446	0.254573	0.254573
41700	-2.333263	-0.06963876	0.2372224	0.2372224
41800	-2.123169	-0.2582965	0.2560882	0.2560882
41900	-1.959532	-0.4469546	0.274954	0.274954
42000	-1.95571	-1.995367	0.4297952	0.4297952
42100	-2.887371	0.2911736	0.2011411	0.2011411
42200	-2.495741	0.05178165	0.2250803	0.2250803
42300	-1.978439	-2.029572	0.4332157	0.4332157
42400	-1.881917	-0.5597749	0.286236	0.286236
42500	-2.031117	-0.3581193	0.2660704	0.2660704
42600	-3.781529	0.6829908	0.1619594	0.1619594
42700	-2.227164	-2.340994	0.4643579	0.4643579
42800	-3.552106	0.5964572	0.1706128	0.1706128
42900	-1.702148	-1.036819	0.3339404	0.3339404
43000	-3.097372	0.3983298	0.1904255	0.1904255
43100	-1.702213	-1.360778	0.3663363	0.3663363
43200	-5.844542	1.230056	0.1072529	0.1072529
43300	-2.952396	0.3256425	0.1976943	0.1976943
43400	-2.331987	-0.07066325	0.2373248	0.2373248
43500	-2.481789	0.04198819	0.2260597	0.2260597
43600	-2.533241	0.07758768	0.2224997	0.2224997
43700	-1.69397	-1.284764	0.3587349	0.3587349
43800	-3.010148	0.3552554	0.194733	0.194733
43900	-1.732359	-1.509343	0.3811928	0.3811928
44000	-2.115339	-0.2662802	0.2568865	0.2568865
44100	-2.119576	-0.2619496	0.2564535	0.2564535
44200	-2.602432	0.1233564	0.2179229	0.2179229
44300	-2.649664	0.1533376	0.2149248	0.2149248
44400	-1.691319	-1.158227	0.3460812	0.3460812
44500	-3.202404	0.4477878	0.1854797	0.1854797
44600	-1.819662	-0.670156	0.2972741	0.2972741
44700	-2.670123	0.166029	0.2136556	0.2136556
44800	-3.721296	0.6610059	0.1641579	0.1641579
44900	-1.704611	-1.377023	0.3679608	0.3679608
45000	-1.733105	-0.891157	0.3193742	0.3193742
45100	-1.768216	-0.7858345	0.308842	0.308842
45200	-1.896112	-0.5374766	0.2840062	0.2840062
45300	-3.247934	0.4684721	0.1834113	0.1834113
45400	-1.736001	-0.8810573	0.3183642	0.3183642
45500	-1.755492	-0.8203788	0.3122964	0.3122964
45600	-1.704069	-1.373479	0.3676064	0.3676064
45700	-1.697189	-1.076037	0.3378622	0.3378622
45800	-2.382893	-0.03072302	0.2333308	0.2333308
45900	-4.203082	0.8242622	0.1478323	0.1478323
46000	-1.804931	-0.7002835	0.3002869	0.3002869
46100	-3.471602	0.5641789	0.1738406	0.1738406
46200	-1.825875	-0.6580035	0.2960589	0.2960589
46300	-2.681442	0.1729766	0.2129609	0.2129609
46400	-2.425936	-2.540304	0.4842889	0.4842889
46500	-2.863631	0.2782743	0.2024311	0.2024311
46600	-1.826491	-0.6568152	0.29594	0.29594
46700	-1.920115	-0.501614	0.2804199	0.2804199
46800	-3.788873	0.6856378	0.1616947	0.1616947
46900	-1.692336	-1.259661	0.3562246	0.3562246
47000	-2.606472	0.1259592	0.2176626	0.2176626
47100	-1.722577	-0.9312685	0.3233854	0.3233854
47200	-2.643358	0.1493908	0.2153194	0.2153194
47300	-1.85937	-0.5971287	0.2899714	0.2899714
47400	-2.380491	-0.03256711	0.2335152	0.2335152
47500	-1.691574	-1.243554	0.3546139	0.3546139
47600	-1.702321	-1.361541	0.3664126	0.3664126
47700	-1.827801	-0.6542958	0.2956881	0.2956881
47800	-2.462108	0.02798766	0.2274597	0.2274597
47900	-2.657195	0.1580292	0.2144556	0.2144556
48000	-2.188804	-0.1944507	0.2497036	0.2497036
48100	-1.710129	-0.9889048	0.329149	0.329149
48200	-2.199702	-0.1843364	0.2486922	0.2486922
48300	-1.798413	-1.702041	0.4004626	0.4004626
48400	-1.932032	-0.4845757	0.2787161	0.2787161
48500	-2.221854	-0.1641661	0.2466751	0.2466751
48600	-5.621007	1.184738	0.1117847	0.1117847
48700	-1.695601	-1.091708	0.3394293	0.3394293
48800	-1.76941	-0.7827516	0.3085337	0.3085337
48900	-3.426825	0.5457538	0.1756831	0.1756831
49000	-3.117216	0.4078686	0.1894716	0.1894716
49100	-2.552449	0.09052575	0.2212059	0.2212059
49200	-4.471411	0.9043649	0.139822	0.139822
49300	-1.867064	-1.845831	0.4148417	0.4148417
49400	-2.282943	-0.1110052	0.241359	0.241359
49500	-3.502584	0.5767276	0.1725857	0.1725857
49600	-2.121363	-0.2601311	0.2562716	0.2562716
49700	-2.21204	-0.1730393	0.2475624	0.2475624
49800	-1.864695	-1.841384	0.4143969	0.4143969
49900	-1.799654	-1.704985	0.400757	0.400757
50000	-2.836224	0.2631627	0.2039422	0.2039422
50100	-1.711793	-1.418778	0.3721364	0.3721364
50200	-1.74788	-1.563493	0.3866078	0.3866078
50300	-2.872296	0.2830027	0.2019582	0.2019582
50400	-3.530275	0.5878089	0.1714776	0.1714776
50500	-1.734482	-0.8863129	0.3188898	0.3188898
50600	-5.072837	1.062045	0.124054	0.124054
50700	-3.51668	0.5823843	0.1720201	0.1720201
50800	-3.048337	0.3743503	0.1928235	0.1928235
50900	-1.721431	-0.9360244	0.323861	0.323861
51000	-1.928967	-0.4889124	0.2791497	0.2791497
51100	-1.6907	-1.208924	0.3511509	0.3511509
51200	-3.932468	0.7359888	0.1566596	0.1566596
51300	-2.703705	0.1864929	0.2116092	0.2116092
